C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,GEO_ID,NAME
103898,1682,50587,959,43198,962,33702,1090,1031,488,32671,1118,30673,1053,1998,340,9496,668,7389,278,1974,298,1803,295,171,96,5415,340,53311,1025,44037,956,34014,871,334,150,33680,881,32335,858,1345,317,10023,723,9274,293,1474,259,1453,258,21,19,7800,325,5001600US5101,"Congressional District 1 (116th Congress), Virginia"
115766,1710,55723,1240,49891,1235,40374,1307,6528,669,33846,1172,31111,1128,2735,458,9517,738,5832,214,1149,220,1107,215,42,44,4683,297,60043,1014,50803,919,40154,1105,2140,408,38014,1039,35672,1053,2342,356,10649,884,9240,288,1662,239,1640,236,22,33,7578,392,5001600US5102,"Congressional District 2 (116th Congress), Virginia"
266634,1962,118997,1300,102894,1315,76190,1585,3720,484,72470,1577,65537,1532,6933,709,26704,1132,16103,314,3033,299,2963,287,70,61,13070,391,147637,1230,122803,1160,91532,1267,1882,390,89650,1283,81708,1407,7942,739,31271,1354,24834,393,3606,317,3464,311,142,73,21228,498,5001600US5103,"Congressional District 3 (116th Congress), Virginia"
253943,2306,117138,1620,100505,1514,66353,1450,1413,391,64940,1466,57699,1496,7241,725,34152,1403,16633,407,3368,363,3305,356,63,45,13265,447,136805,1459,111702,1439,82117,1673,260,96,81857,1683,75240,1660,6617,756,29585,1244,25103,443,4319,467,4164,462,155,82,20784,563,5001600US5104,"Congressional District 4 (116th Congress), Virginia"
116496,1040,55450,743,44721,686,27500,863,42,42,27458,867,25159,852,2299,417,17221,699,10729,225,2246,239,2220,225,26,32,8483,328,61046,572,46176,580,32732,757,25,34,32707,761,30688,865,2019,369,13444,719,14870,244,2262,281,2233,280,29,26,12608,317,5001600US5105,"Congressional District 5 (116th Congress), Virginia"
67344,1013,32808,542,28084,538,19618,676,55,47,19563,680,17708,786,1855,339,8466,740,4724,280,1076,228,1074,225,2,16,3648,282,34536,667,28268,656,20086,838,60,57,20026,852,18532,851,1494,344,8182,717,6268,227,954,175,899,169,55,46,5314,269,5001600US5106,"Congressional District 6 (116th Congress), Virginia"
114630,1724,54965,1186,47641,1096,35992,1180,45,44,35947,1176,33388,1180,2559,452,11649,688,7324,348,1597,226,1541,223,56,67,5727,382,59665,1122,49589,1050,39533,1167,65,72,39468,1179,36663,1221,2805,503,10056,748,10076,368,1900,250,1858,247,42,29,8176,411,5001600US5107,"Congressional District 7 (116th Congress), Virginia"
92467,1996,44240,1011,39677,966,33369,1082,987,257,32382,1094,31109,1075,1273,267,6308,655,4563,249,1857,324,1857,324,0,29,2706,313,48227,1254,41901,1179,33639,1163,376,143,33263,1156,31392,1179,1871,313,8262,625,6326,279,1452,274,1344,265,108,85,4874,341,5001600US5108,"Congressional District 8 (116th Congress), Virginia"
31761,800,17758,659,15617,631,7093,559,106,88,6987,545,6195,510,792,227,8524,605,2141,255,361,102,326,102,35,46,1780,230,14003,564,11085,568,7087,538,48,48,7039,547,6444,535,595,183,3998,524,2918,271,464,134,464,134,0,29,2454,266,5001600US5109,"Congressional District 9 (116th Congress), Virginia"
46521,1051,23881,619,21520,608,17322,662,281,138,17041,691,16247,678,794,244,4198,474,2361,212,911,234,881,231,30,39,1450,211,22640,670,19334,628,15773,607,27,24,15746,604,14995,593,751,222,3561,469,3306,270,767,205,752,199,15,19,2539,229,5001600US5110,"Congressional District 10 (116th Congress), Virginia"
82373,2232,39964,1222,36539,1190,31056,1137,626,155,30430,1143,29034,1180,1396,343,5483,510,3425,280,1197,186,1148,180,49,62,2228,252,42409,1348,38064,1317,30591,1208,220,127,30371,1225,28443,1169,1928,339,7473,681,4345,337,1035,202,1015,201,20,25,3310,356,5001600US5111,"Congressional District 11 (116th Congress), Virginia"
7950,698,4470,394,4179,388,2961,382,10,15,2951,382,2772,377,179,88,1218,239,291,93,102,58,102,58,0,29,189,84,3480,492,3155,465,2243,365,0,29,2243,365,2078,358,165,91,912,279,325,103,89,53,75,50,14,23,236,99,5001600US5301,"Congressional District 1 (116th Congress), Washington"
18699,830,10957,559,10394,539,8584,571,1110,236,7474,532,7093,532,381,161,1810,289,563,112,142,70,126,68,16,23,421,115,7742,502,7065,511,5260,457,214,95,5046,466,4834,442,212,147,1805,335,677,93,130,81,130,81,0,29,547,118,5001600US5302,"Congressional District 2 (116th Congress), Washington"
8297,414,4835,281,4261,280,3196,277,56,64,3140,270,2775,292,365,168,1065,204,574,84,142,72,142,72,0,29,432,104,3462,310,3076,304,2072,298,0,29,2072,298,1937,293,135,95,1004,223,386,103,31,33,31,33,0,29,355,104,5001600US5303,"Congressional District 3 (116th Congress), Washington"
6962,681,4483,482,4098,495,2549,490,8,12,2541,487,2227,487,314,221,1549,316,385,121,40,35,40,35,0,29,345,124,2479,319,2179,330,1322,282,0,29,1322,282,1257,282,65,63,857,231,300,115,39,46,39,46,0,29,261,111,5001600US5304,"Congressional District 4 (116th Congress), Washington"
8869,472,5292,350,4863,346,2957,330,208,93,2749,329,2394,300,355,167,1906,234,429,39,98,86,19,25,79,89,331,89,3577,310,3230,305,2057,297,17,29,2040,299,1933,299,107,62,1173,231,347,54,70,72,70,72,0,29,277,91,5001600US5305,"Congressional District 5 (116th Congress), Washington"
21354,1172,12457,794,11314,762,7929,718,1029,275,6900,710,6333,648,567,237,3385,442,1143,183,267,104,267,104,0,29,876,168,8897,645,7690,636,5322,520,399,119,4923,513,4596,476,327,168,2368,384,1207,203,196,108,196,108,0,29,1011,200,5001600US5306,"Congressional District 6 (116th Congress), Washington"
27661,1230,14735,958,13310,883,10491,775,101,72,10390,781,9774,736,616,249,2819,416,1425,269,494,163,460,156,34,33,931,234,12926,844,11305,761,8724,641,0,29,8724,641,7901,666,823,272,2581,390,1621,303,218,130,218,130,0,29,1403,284,5001600US5307,"Congressional District 7 (116th Congress), Washington"
16086,1244,8095,732,7135,671,5492,605,47,48,5445,599,4844,587,601,258,1643,381,960,236,321,171,321,171,0,29,639,197,7991,754,7202,711,5177,571,0,29,5177,571,4689,516,488,260,2025,384,789,196,250,116,250,116,0,29,539,157,5001600US5308,"Congressional District 8 (116th Congress), Washington"
65407,1823,33608,1185,30396,1104,24400,1015,42,42,24358,1011,21981,1003,2377,416,5996,620,3212,308,911,217,876,218,35,42,2301,320,31799,1227,27684,1157,20248,1054,62,92,20186,1041,18908,1000,1278,286,7436,717,4115,279,913,218,895,218,18,21,3202,329,5001600US5309,"Congressional District 9 (116th Congress), Washington"
38029,1218,20948,836,19052,857,14986,829,1812,305,13174,812,11977,728,1197,318,4066,551,1896,191,368,104,357,103,11,18,1528,187,17081,770,15384,784,11570,710,523,160,11047,694,10296,699,751,226,3814,535,1697,195,336,112,336,112,0,29,1361,179,5001600US5310,"Congressional District 10 (116th Congress), Washington"
12920,524,8716,451,7956,468,3420,376,9,17,3411,377,3038,386,373,151,4536,449,760,143,137,92,137,92,0,28,623,131,4204,257,3368,241,2193,218,16,28,2177,218,1854,211,323,135,1175,168,836,120,224,95,213,94,11,15,612,128,5001600US5401,"Congressional District 1 (116th Congress), West Virginia"
23916,571,12749,371,10885,356,7632,452,12,20,7620,452,6754,496,866,214,3253,417,1864,132,379,88,379,88,0,28,1485,171,11167,379,9463,375,6818,369,15,22,6803,368,6349,414,454,180,2645,330,1704,99,314,84,301,84,13,17,1390,112,5001600US5402,"Congressional District 2 (116th Congress), West Virginia"
18139,466,9747,349,8330,330,4241,381,0,28,4241,381,3731,353,510,197,4089,334,1417,103,140,59,140,59,0,28,1277,109,8392,346,6300,298,3698,266,0,28,3698,266,3181,266,517,135,2602,264,2092,151,220,85,205,89,15,23,1872,146,5001600US5403,"Congressional District 3 (116th Congress), West Virginia"
30123,561,15511,393,14273,397,8355,477,33,47,8322,478,7167,506,1155,242,5918,491,1238,70,233,97,231,97,2,4,1005,108,14612,378,12904,365,8993,546,0,20,8993,546,8269,514,724,152,3911,420,1708,97,235,101,235,101,0,20,1473,123,5001600US5501,"Congressional District 1 (116th Congress), Wisconsin"
25601,544,12922,332,12013,322,8622,439,0,20,8622,439,7878,450,744,188,3391,404,909,74,266,95,170,76,96,92,643,129,12679,424,11559,422,8572,513,37,53,8535,512,8061,512,474,186,2987,372,1120,52,248,93,217,85,31,37,872,107,5001600US5502,"Congressional District 2 (116th Congress), Wisconsin"
7067,280,5094,288,4890,287,2122,239,27,23,2095,238,1924,235,171,72,2768,294,204,67,65,35,59,35,6,9,139,61,1973,244,1827,224,999,174,31,33,968,177,915,163,53,45,828,216,146,60,24,26,24,26,0,20,122,54,5001600US5503,"Congressional District 3 (116th Congress), Wisconsin"
172016,1010,75425,722,66903,724,42991,977,40,44,42951,970,37503,1025,5448,566,23912,890,8522,148,1298,169,1277,170,21,20,7224,231,96591,706,83918,708,57596,1020,0,20,57596,1020,51975,972,5621,492,26322,915,12673,149,1919,258,1887,258,32,34,10754,279,5001600US5504,"Congressional District 4 (116th Congress), Wisconsin"
13962,842,6964,500,6217,502,4580,453,69,89,4511,449,4207,433,304,126,1637,313,747,132,131,71,131,71,0,20,616,142,6998,546,6013,526,4493,502,0,20,4493,502,4320,498,173,84,1520,296,985,168,116,79,116,79,0,20,869,156,5001600US5505,"Congressional District 5 (116th Congress), Wisconsin"
9939,407,6910,344,6538,343,2364,266,0,20,2364,266,2161,266,203,115,4174,312,372,84,75,49,65,46,10,22,297,67,3029,239,2761,259,2006,254,0,20,2006,254,1745,242,261,130,755,146,268,76,50,35,50,35,0,20,218,70,5001600US5506,"Congressional District 6 (116th Congress), Wisconsin"
4144,294,2819,268,2709,260,1310,221,0,20,1310,221,1163,222,147,65,1399,191,110,48,23,17,23,17,0,20,87,49,1325,213,1178,198,798,186,12,19,786,188,770,185,16,23,380,100,147,85,13,14,13,14,0,20,134,83,5001600US5507,"Congressional District 7 (116th Congress), Wisconsin"
7746,291,4613,236,4468,232,2697,258,0,20,2697,258,2290,248,407,146,1771,234,145,63,52,38,52,38,0,20,93,53,3133,178,2928,184,2018,192,0,20,2018,192,1815,193,203,84,910,188,205,65,16,23,16,23,0,20,189,64,5001600US5508,"Congressional District 8 (116th Congress), Wisconsin"
4335,482,2620,356,2432,357,1897,249,187,113,1710,261,1515,235,195,116,535,317,188,80,62,45,62,45,0,28,126,69,1715,400,1631,402,1211,325,81,52,1130,331,1066,328,64,85,420,174,84,55,0,28,0,28,0,28,84,55,5001600US5600,"Congressional District (at Large) (116th Congress), Wyoming"
328458,5990,160302,3319,126272,3078,77053,2105,195,106,76858,2077,63595,1891,13263,989,49219,1941,34030,944,2735,401,2525,380,210,99,31295,958,168156,3634,128138,3182,67863,2169,24,25,67839,2170,55904,1929,11935,976,60275,2207,40018,1210,1964,286,1870,289,94,63,38054,1272,5001600US7298,"Resident Commissioner District (at Large) (116th Congress), Puerto Rico"
