C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,GEO_ID,NAME
167716,1639,74602,1076,66351,1061,46605,1114,29,44,46576,1115,40250,1177,6326,730,19746,1222,8251,282,1483,231,1227,236,256,79,6768,342,93114,1095,80172,1035,59566,1324,0,28,59566,1324,52699,1509,6867,782,20606,986,12942,333,1880,310,1728,318,152,83,11062,445,5001600US1807,"Congressional District 7 (116th Congress), Indiana"
24361,597,13724,406,12439,401,6873,451,0,28,6873,451,6053,432,820,223,5566,466,1285,108,213,74,203,73,10,18,1072,107,10637,372,9116,373,6495,329,44,81,6451,314,5844,380,607,245,2621,289,1521,128,258,100,233,96,25,30,1263,125,5001600US1808,"Congressional District 8 (116th Congress), Indiana"
17479,538,9207,313,8430,301,5912,389,82,56,5830,393,5350,426,480,209,2518,371,777,122,257,98,239,95,18,24,520,125,8272,426,7319,433,5266,448,12,20,5254,450,4915,481,339,162,2053,290,953,118,262,94,254,97,8,11,691,139,5001600US1809,"Congressional District 9 (116th Congress), Indiana"
22157,641,11862,444,11030,436,8425,453,24,36,8401,448,7270,451,1131,294,2605,282,832,46,113,53,109,53,4,6,719,69,10295,360,9172,349,6385,325,0,23,6385,325,5519,352,866,244,2787,341,1123,101,86,53,81,52,5,8,1037,109,5001600US1901,"Congressional District 1 (116th Congress), Iowa"
24620,827,13435,473,12472,490,8732,528,12,20,8720,527,7886,502,834,230,3740,399,963,133,220,107,209,109,11,16,743,158,11185,498,10251,495,7488,518,0,23,7488,518,6772,524,716,191,2763,319,934,132,203,116,177,110,26,28,731,141,5001600US1902,"Congressional District 2 (116th Congress), Iowa"
25680,644,13673,392,12711,389,9965,465,21,24,9944,464,8891,456,1053,280,2746,368,962,56,348,107,311,103,37,22,614,91,12007,423,10848,425,8354,464,0,23,8354,464,7709,458,645,196,2494,394,1159,74,177,71,177,71,0,23,982,94,5001600US1903,"Congressional District 3 (116th Congress), Iowa"
9722,444,5807,396,5619,386,3857,342,0,23,3857,342,3449,327,408,156,1762,266,188,96,75,75,70,75,5,9,113,53,3915,292,3736,291,2712,324,0,23,2712,324,2413,314,299,151,1024,251,179,66,0,23,0,23,0,23,179,66,5001600US1904,"Congressional District 4 (116th Congress), Iowa"
17871,470,11288,425,10774,431,7804,371,1763,275,6041,379,5620,398,421,153,2970,282,514,125,107,60,107,60,0,24,407,116,6583,296,5773,312,4072,340,292,118,3780,338,3532,310,248,159,1701,287,810,142,185,85,170,82,15,24,625,145,5001600US2001,"Congressional District 1 (116th Congress), Kansas"
26776,646,15303,431,13602,419,8572,466,541,180,8031,500,7506,490,525,160,5030,437,1701,156,340,107,322,106,18,21,1361,157,11473,442,9433,444,6549,429,16,20,6533,429,6147,444,386,159,2884,345,2040,131,280,94,280,94,0,24,1760,146,5001600US2002,"Congressional District 2 (116th Congress), Kansas"
49484,585,23415,351,20582,351,16548,433,5,9,16543,434,15218,502,1325,239,4034,348,2833,60,838,162,829,161,9,11,1995,177,26069,404,21850,401,16380,536,0,24,16380,536,15176,558,1204,264,5470,417,4219,52,759,120,684,129,75,54,3460,132,5001600US2003,"Congressional District 3 (116th Congress), Kansas"
36158,698,18079,499,15950,480,11005,518,257,140,10748,513,9678,547,1070,262,4945,451,2129,70,444,114,413,103,31,31,1685,132,18079,432,15389,431,11857,488,37,40,11820,492,10667,569,1153,295,3532,335,2690,134,462,131,438,135,24,36,2228,173,5001600US2004,"Congressional District 4 (116th Congress), Kansas"
39210,657,19943,466,17487,470,11316,563,1152,224,10164,576,8957,655,1207,326,6171,537,2456,173,385,132,385,132,0,27,2071,184,19267,437,15493,391,10383,531,110,65,10273,531,9456,592,817,232,5110,481,3774,229,460,143,460,143,0,27,3314,238,5001600US2101,"Congressional District 1 (116th Congress), Kentucky"
33488,673,17814,426,15822,445,10968,502,550,163,10418,517,9289,591,1129,298,4854,477,1992,131,402,130,398,130,4,6,1590,134,15674,438,13319,446,10119,556,246,117,9873,550,8922,571,951,305,3200,412,2355,166,420,138,420,138,0,27,1935,178,5001600US2102,"Congressional District 2 (116th Congress), Kentucky"
124761,708,56693,542,49800,543,36970,861,0,27,36970,861,32799,958,4171,575,12830,773,6893,100,1479,212,1409,205,70,61,5414,236,68068,503,57438,505,42760,736,86,80,42674,747,38377,823,4297,495,14678,723,10630,94,2047,259,1866,249,181,112,8583,257,5001600US2103,"Congressional District 3 (116th Congress), Kentucky"
20672,553,11978,400,10965,378,7116,470,43,69,7073,467,6571,453,502,189,3849,401,1013,151,186,72,186,72,0,27,827,146,8694,350,7465,390,6000,431,0,27,6000,431,5411,458,589,171,1465,224,1229,132,143,60,125,54,18,24,1086,140,5001600US2104,"Congressional District 4 (116th Congress), Kentucky"
8583,442,6254,441,5794,421,1490,298,0,27,1490,298,1238,275,252,107,4304,453,460,162,52,69,17,27,35,64,408,152,2329,347,1862,335,878,220,0,27,878,220,835,213,43,42,984,270,467,121,30,35,30,35,0,27,437,112,5001600US2105,"Congressional District 5 (116th Congress), Kentucky"
52348,722,25328,453,22560,478,16348,554,60,75,16288,556,15345,609,943,260,6212,487,2768,163,625,148,596,141,29,31,2143,203,27020,524,22763,499,17168,681,0,27,17168,681,15767,708,1401,288,5595,455,4257,164,636,146,626,145,10,16,3621,206,5001600US2106,"Congressional District 6 (116th Congress), Kentucky"
83164,1960,37292,1077,33161,1028,22475,833,287,155,22188,819,19414,809,2774,512,10686,787,4131,267,655,190,648,191,7,11,3476,287,45872,1239,40215,1220,28239,1145,244,180,27995,1158,26433,1086,1562,289,11976,899,5657,369,663,186,603,183,60,58,4994,376,5001600US2201,"Congressional District 1 (116th Congress), Louisiana"
378013,2359,170752,1641,145373,1544,94004,1771,207,127,93797,1795,81147,1936,12650,1052,51369,1552,25379,529,4146,341,3994,326,152,60,21233,588,207261,1593,170359,1691,115192,1768,221,120,114971,1758,103297,1766,11674,894,55167,1526,36902,582,5571,524,5314,511,257,84,31331,623,5001600US2202,"Congressional District 2 (116th Congress), Louisiana"
143563,920,67058,616,58523,598,37958,990,0,30,37958,990,33137,944,4821,697,20565,935,8535,153,1515,258,1515,258,0,30,7020,290,76505,524,64594,531,45433,1160,0,30,45433,1160,41536,1149,3897,508,19161,1081,11911,132,2104,314,2021,306,83,79,9807,342,5001600US2203,"Congressional District 3 (116th Congress), Louisiana"
195378,1015,92201,512,79762,482,47341,1284,1824,390,45517,1337,40032,1332,5485,619,32421,1249,12439,176,2255,292,2169,280,86,64,10184,304,103177,707,84509,689,54615,1311,412,149,54203,1312,49324,1239,4879,567,29894,1332,18668,201,2435,295,2357,293,78,54,16233,368,5001600US2204,"Congressional District 4 (116th Congress), Louisiana"
201066,1525,99749,930,87729,906,41105,1342,205,120,40900,1346,35330,1432,5570,814,46624,1431,12020,293,1925,292,1893,291,32,31,10095,373,101317,1094,84084,1041,53989,1076,65,71,53924,1078,49943,1098,3981,466,30095,1175,17233,335,2159,235,2082,227,77,49,15074,392,5001600US2205,"Congressional District 5 (116th Congress), Louisiana"
143710,2493,64254,1662,57066,1549,42840,1588,50,55,42790,1593,38763,1604,4027,654,14226,1123,7188,437,1585,303,1524,296,61,55,5603,411,79456,1511,69144,1513,51131,1562,59,58,51072,1562,47587,1498,3485,662,18013,1162,10312,540,1934,352,1825,333,109,112,8378,549,5001600US2206,"Congressional District 6 (116th Congress), Louisiana"
8175,607,4593,350,4384,369,3491,424,64,73,3427,435,3312,439,115,87,893,231,209,92,76,62,76,62,0,24,133,75,3582,332,3341,324,2372,366,0,24,2372,366,2274,371,98,69,969,216,241,116,157,113,103,99,54,62,84,68,5001600US2301,"Congressional District 1 (116th Congress), Maine"
4616,351,2855,229,2577,242,1705,232,5,5,1700,231,1435,229,265,110,872,158,278,77,82,48,52,41,30,32,196,69,1761,192,1657,195,1141,188,0,24,1141,188,1024,186,117,60,516,131,104,41,45,34,45,34,0,24,59,27,5001600US2302,"Congressional District 2 (116th Congress), Maine"
70080,1105,33764,634,28927,594,18070,815,80,74,17990,804,15947,804,2043,354,10857,741,4837,169,1137,182,1085,174,52,40,3700,182,36316,757,29444,690,21365,878,19,25,21346,880,19627,885,1719,280,8079,715,6872,204,1539,243,1359,242,180,88,5333,280,5001600US2401,"Congressional District 1 (116th Congress), Maryland"
205706,3077,91966,1993,82959,1910,61817,1824,1021,254,60796,1840,56416,1849,4380,556,21142,1260,9007,493,2479,332,2420,333,59,39,6528,448,113740,1948,99144,1876,76776,1716,245,103,76531,1715,71919,1713,4612,657,22368,1072,14596,632,2951,376,2847,374,104,59,11645,661,5001600US2402,"Congressional District 2 (116th Congress), Maryland"
132736,2927,58459,1740,51563,1659,41387,1455,526,280,40861,1435,37750,1421,3111,512,10176,889,6896,472,1991,310,1865,298,126,67,4905,414,74277,1936,63273,1905,50102,1661,178,119,49924,1665,46126,1459,3798,571,13171,885,11004,644,2062,315,1967,306,95,74,8942,541,5001600US2403,"Congressional District 3 (116th Congress), Maryland"
319882,2367,143662,1536,121961,1528,101887,1477,418,164,101469,1450,93779,1638,7690,781,20074,1075,21701,480,5842,443,5547,437,295,124,15859,622,176220,1802,142986,1713,117248,1720,130,74,117118,1713,109139,1847,7979,721,25738,1112,33234,630,7184,443,6826,438,358,108,26050,713,5001600US2404,"Congressional District 4 (116th Congress), Maryland"
239036,2244,110350,1417,95772,1277,77089,1157,650,200,76439,1176,72039,1278,4400,459,18683,1056,14578,489,3996,357,3849,347,147,68,10582,505,128686,1653,108361,1588,85808,1707,243,97,85565,1705,81401,1627,4164,497,22553,1030,20325,625,3950,348,3597,330,353,121,16375,591,5001600US2405,"Congressional District 5 (116th Congress), Maryland"
82277,1718,43079,1046,39812,1056,25210,908,122,87,25088,898,23240,904,1848,309,14602,778,3267,236,1084,214,865,188,219,120,2183,207,39198,1072,34576,1067,26428,940,103,74,26325,943,24509,947,1816,345,8148,671,4622,313,954,181,889,165,65,46,3668,314,5001600US2406,"Congressional District 6 (116th Congress), Maryland"
305426,2691,137062,1597,115501,1504,76707,1673,34,42,76673,1674,67354,1713,9319,787,38794,1557,21561,500,4122,371,3864,354,258,133,17439,541,168364,1751,133652,1776,93695,1931,45,49,93650,1936,84964,1939,8686,652,39957,1274,34712,614,5141,465,4836,448,305,117,29571,609,5001600US2407,"Congressional District 7 (116th Congress), Maryland"
76170,1821,35160,1122,30549,1096,25430,1016,296,136,25134,996,23304,962,1830,319,5119,649,4611,301,1412,221,1322,213,90,60,3199,291,41010,1178,33948,1116,26426,985,112,66,26314,1000,24320,1012,1994,423,7522,702,7062,375,1725,261,1555,260,170,87,5337,371,5001600US2408,"Congressional District 8 (116th Congress), Maryland"
36365,866,17669,532,15458,506,10952,541,81,75,10871,553,9604,537,1267,269,4506,442,2211,112,529,130,490,127,39,28,1682,162,18696,587,15736,576,11088,570,0,29,11088,570,10208,525,880,198,4648,505,2960,104,392,122,385,122,7,11,2568,153,5001600US2501,"Congressional District 1 (116th Congress), Massachusetts"
29786,914,14909,676,13786,637,10015,619,0,29,10015,619,9221,579,794,197,3771,478,1123,159,389,153,389,153,0,29,734,117,14877,523,13496,519,9669,604,0,29,9669,604,9207,625,462,148,3827,528,1381,100,276,104,276,104,0,29,1105,135,5001600US2502,"Congressional District 2 (116th Congress), Massachusetts"
23720,1753,13123,1206,12013,1182,8600,901,135,213,8465,839,8027,788,438,224,3413,716,1110,188,373,126,362,128,11,16,737,153,10597,863,9641,828,7627,727,12,20,7615,731,7343,726,272,104,2014,340,956,197,155,70,155,70,0,29,801,188,5001600US2503,"Congressional District 3 (116th Congress), Massachusetts"
18254,1215,9401,722,8667,707,6241,654,0,29,6241,654,5764,583,477,204,2426,318,734,161,274,95,274,95,0,29,460,129,8853,773,7968,748,6097,653,0,29,6097,653,5580,610,517,201,1871,374,885,171,227,93,227,93,0,29,658,151,5001600US2504,"Congressional District 4 (116th Congress), Massachusetts"
32065,1207,14773,918,13156,902,10493,804,10,17,10483,802,9630,777,853,263,2663,424,1617,205,458,140,417,142,41,61,1159,212,17292,777,15283,758,12460,715,110,101,12350,727,11541,723,809,264,2823,419,2009,253,394,128,387,127,7,10,1615,229,5001600US2505,"Congressional District 5 (116th Congress), Massachusetts"
22620,1352,11738,733,10835,723,8549,634,21,40,8528,634,8076,632,452,153,2286,328,903,124,264,100,233,86,31,44,639,129,10882,908,9448,842,7540,772,0,29,7540,772,7143,793,397,151,1908,397,1434,220,266,124,212,90,54,76,1168,232,5001600US2506,"Congressional District 6 (116th Congress), Massachusetts"
164460,2476,74537,1693,65254,1617,51011,1568,93,121,50918,1578,44823,1575,6095,562,14243,910,9283,395,2270,318,2059,293,211,114,7013,415,89923,1275,74579,1195,57521,1293,16,26,57505,1299,52461,1219,5044,660,17058,930,15344,432,2866,381,2812,375,54,41,12478,488,5001600US2507,"Congressional District 7 (116th Congress), Massachusetts"
61493,1983,29319,1193,26131,1114,20856,928,65,53,20791,937,18738,857,2053,364,5275,620,3188,296,787,222,702,200,85,69,2401,282,32174,1140,28067,1104,22717,1008,10,17,22707,1008,20955,920,1752,339,5350,548,4107,293,626,153,586,152,40,46,3481,287,5001600US2508,"Congressional District 8 (116th Congress), Massachusetts"
18023,1052,10087,782,9041,704,6464,593,20,40,6444,588,6035,604,409,146,2577,364,1046,196,280,116,262,115,18,19,766,166,7936,539,6747,503,4771,398,10,18,4761,394,4296,372,465,160,1976,330,1189,179,335,137,281,118,54,64,854,166,5001600US2509,"Congressional District 9 (116th Congress), Massachusetts"
9461,436,8025,410,7723,404,2066,319,45,51,2021,326,1754,325,267,105,5657,480,302,77,23,27,23,27,0,24,279,73,1436,181,1191,171,831,171,19,32,812,172,760,165,52,38,360,111,245,82,18,20,18,20,0,24,227,79,5001600US2601,"Congressional District 1 (116th Congress), Michigan"
35945,1026,17465,737,15609,717,10080,687,8,16,10072,690,8895,687,1177,287,5529,416,1856,158,354,115,331,118,23,22,1502,149,18480,836,15824,801,11446,703,0,24,11446,703,10285,704,1161,263,4378,472,2656,189,411,139,396,137,15,21,2245,193,5001600US2602,"Congressional District 2 (116th Congress), Michigan"
46754,1214,24082,768,21473,746,13559,690,24,36,13535,688,11616,682,1919,325,7914,547,2609,146,402,118,388,120,14,17,2207,161,22672,795,19223,758,13421,751,0,24,13421,751,11647,663,1774,321,5802,573,3449,165,508,140,487,141,21,23,2941,213,5001600US2603,"Congressional District 3 (116th Congress), Michigan"
11353,376,7601,296,7160,302,2164,273,0,24,2164,273,1849,268,315,99,4996,356,441,109,75,63,75,63,0,24,366,102,3752,253,3418,240,2231,244,0,24,2231,244,2014,251,217,111,1187,196,334,107,44,35,44,35,0,24,290,102,5001600US2604,"Congressional District 4 (116th Congress), Michigan"
89351,1011,40806,539,34428,481,21763,674,12,19,21751,678,16540,752,5211,592,12665,572,6378,155,864,173,821,168,43,35,5514,236,48545,626,39730,621,26044,761,0,24,26044,761,21756,840,4288,459,13686,756,8815,122,930,183,884,183,46,37,7885,205,5001600US2605,"Congressional District 5 (116th Congress), Michigan"
45313,754,21288,449,18549,435,12890,563,0,24,12890,563,10964,526,1926,400,5659,449,2739,77,519,112,492,116,27,35,2220,135,24025,537,20280,532,14790,642,17,23,14773,642,12969,647,1804,352,5490,449,3745,135,718,134,670,129,48,46,3027,169,5001600US2606,"Congressional District 6 (116th Congress), Michigan"
24143,583,14668,407,13221,408,5284,415,61,70,5223,417,4623,404,600,166,7937,476,1447,113,210,89,204,87,6,11,1237,113,9475,340,8060,321,5457,337,15,25,5442,334,4850,293,592,208,2603,279,1415,100,193,66,193,66,0,24,1222,96,5001600US2607,"Congressional District 7 (116th Congress), Michigan"
32410,838,15589,530,13810,485,10027,553,12,20,10015,555,8891,567,1124,298,3783,316,1779,169,384,120,345,109,39,40,1395,183,16821,533,14551,514,10664,640,0,24,10664,640,9791,604,873,259,3887,422,2270,177,335,119,300,110,35,33,1935,172,5001600US2608,"Congressional District 8 (116th Congress), Michigan"
75416,1507,32057,873,28806,802,22424,845,13,21,22411,848,19568,837,2843,395,6382,505,3251,288,572,142,550,141,22,25,2679,265,43359,1024,38080,1016,28416,956,0,24,28416,956,26253,930,2163,340,9664,689,5279,333,980,205,974,205,6,10,4299,378,5001600US2609,"Congressional District 9 (116th Congress), Michigan"
17290,1002,9601,658,8679,629,5321,525,75,53,5246,523,4718,520,528,194,3358,363,922,164,250,99,228,97,22,19,672,130,7689,589,6810,552,5190,571,24,42,5166,574,4670,566,496,153,1620,285,879,163,75,41,75,41,0,24,804,162,5001600US2610,"Congressional District 10 (116th Congress), Michigan"
30171,1364,13893,875,12284,867,10161,802,14,23,10147,800,9502,764,645,173,2123,306,1609,216,351,114,343,115,8,12,1258,204,16278,787,13921,779,11269,688,31,50,11238,683,10632,667,606,195,2652,320,2357,224,413,106,405,106,8,12,1944,225,5001600US2611,"Congressional District 11 (116th Congress), Michigan"
59986,1365,27295,774,24567,811,18960,832,27,29,18933,836,17381,782,1552,339,5607,451,2728,213,601,140,601,140,0,24,2127,205,32691,1031,28171,988,21129,903,0,24,21129,903,19300,917,1829,359,7042,586,4520,283,549,116,531,114,18,22,3971,285,5001600US2612,"Congressional District 12 (116th Congress), Michigan"
284917,2755,127560,1906,106941,1811,66694,1757,14,21,66680,1756,54426,1486,12254,955,40247,1314,20619,468,2533,322,2396,315,137,59,18086,518,157357,1726,126286,1637,83719,1681,0,24,83719,1681,72511,1567,11208,656,42567,1196,31071,715,3431,344,3136,334,295,101,27640,768,5001600US2613,"Congressional District 13 (116th Congress), Michigan"
306890,2768,136603,1935,114905,1807,77268,1840,13,14,77255,1843,64256,1583,12999,886,37637,1578,21698,607,3150,288,2821,283,329,110,18548,615,170287,1934,135799,1890,95067,1846,32,49,95035,1843,82711,1838,12324,824,40732,1270,34488,710,4068,379,3830,377,238,80,30420,722,5001600US2614,"Congressional District 14 (116th Congress), Michigan"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001600US26ZZ,"Congressional Districts not defined (116th Congress), Michigan"
15584,446,8842,360,8524,362,5962,402,0,20,5962,402,5065,431,897,260,2562,306,318,71,103,61,95,61,8,10,215,62,6742,280,6382,268,4386,275,0,20,4386,275,4034,284,352,147,1996,250,360,77,38,42,36,42,2,4,322,86,5001600US2701,"Congressional District 1 (116th Congress), Minnesota"
24339,796,12233,461,11591,436,9925,473,24,35,9901,469,9037,479,864,210,1666,268,642,144,377,113,357,107,20,33,265,104,12106,483,11189,469,9450,472,0,20,9450,472,8665,471,785,214,1739,250,917,98,161,80,161,80,0,20,756,131,5001600US2702,"Congressional District 2 (116th Congress), Minnesota"
39835,1249,18674,817,17717,836,14716,689,0,20,14716,689,13763,688,953,277,3001,418,957,170,347,116,303,97,44,57,610,156,21161,846,19515,850,15068,815,13,20,15055,817,14340,803,715,194,4447,438,1646,242,352,126,352,126,0,20,1294,237,5001600US2703,"Congressional District 3 (116th Congress), Minnesota"
51524,749,25570,439,23803,447,18068,593,12,20,18056,593,16418,551,1638,325,5735,528,1767,71,421,104,405,103,16,19,1346,127,25954,535,23652,511,17603,602,0,20,17603,602,16266,607,1337,336,6049,454,2302,77,377,132,377,132,0,20,1925,144,5001600US2704,"Congressional District 4 (116th Congress), Minnesota"
84263,1656,42332,1052,38709,1065,28467,919,27,45,28440,921,25087,939,3353,432,10242,739,3623,206,734,160,726,159,8,13,2889,216,41931,1032,37473,1000,28403,942,0,20,28403,942,26073,885,2330,374,9070,666,4458,258,576,152,550,145,26,40,3882,275,5001600US2705,"Congressional District 5 (116th Congress), Minnesota"
16348,637,8880,420,8704,440,6464,440,0,20,6464,440,5924,474,540,186,2240,327,176,87,42,45,42,45,0,20,134,77,7468,409,7075,410,5369,371,0,20,5369,371,4630,398,739,220,1706,341,393,142,3,4,3,4,0,20,390,142,5001600US2706,"Congressional District 6 (116th Congress), Minnesota"
6687,281,3920,242,3699,224,2599,253,2,3,2597,253,2315,295,282,124,1100,209,221,90,60,58,47,56,13,13,161,104,2767,225,2697,231,1770,246,0,20,1770,246,1533,250,237,113,927,199,70,47,23,20,23,20,0,20,47,42,5001600US2707,"Congressional District 7 (116th Congress), Minnesota"
5750,233,4104,220,3880,206,1422,216,0,20,1422,216,1359,208,63,37,2458,258,224,88,42,29,38,28,4,5,182,84,1646,172,1551,173,971,192,0,20,971,192,930,191,41,45,580,138,95,54,2,4,2,4,0,20,93,53,5001600US2708,"Congressional District 8 (116th Congress), Minnesota"
164126,878,74696,618,65654,585,42934,939,176,129,42758,967,38851,1067,3907,533,22720,966,9042,170,1527,227,1492,229,35,41,7515,262,89430,603,76381,574,53033,996,30,31,53003,1000,48086,1129,4917,527,23348,923,13049,178,1691,305,1659,298,32,37,11358,353,5001600US2801,"Congressional District 1 (116th Congress), Mississippi"
353218,1386,161847,1084,140489,1070,83448,1569,156,85,83292,1564,70769,1562,12523,948,57041,1530,21358,207,3728,410,3585,392,143,82,17630,455,191371,1046,160091,1007,102827,1513,11,16,102816,1513,90808,1383,12008,794,57264,1533,31280,248,3640,302,3452,302,188,67,27640,388,5001600US2802,"Congressional District 2 (116th Congress), Mississippi"
204935,1260,94709,842,82225,814,51084,1285,142,100,50942,1300,45899,1274,5043,587,31141,1249,12484,228,1950,318,1926,311,24,34,10534,380,110226,949,92500,869,60183,1384,115,96,60068,1383,54934,1388,5134,537,32317,1423,17726,273,2059,339,1941,338,118,83,15667,422,5001600US2803,"Congressional District 3 (116th Congress), Mississippi"
137154,833,63770,622,56296,640,35787,1067,1060,316,34727,1069,30753,1111,3974,612,20509,1197,7474,184,986,245,951,243,35,35,6488,274,73384,528,63121,505,43777,1091,311,141,43466,1108,37504,1170,5962,664,19344,1042,10263,189,1286,261,1171,262,115,89,8977,311,5001600US2804,"Congressional District 4 (116th Congress), Mississippi"
276039,1608,118992,1059,102046,1046,73313,1429,70,78,73243,1423,63868,1381,9375,654,28733,1198,16946,241,2912,308,2766,293,146,93,14034,333,157047,1046,129316,956,97755,1395,10,18,97745,1399,88653,1545,9092,809,31561,1265,27731,286,3730,415,3509,390,221,102,24001,494,5001600US2901,"Congressional District 1 (116th Congress), Missouri"
24355,1431,11978,830,10784,862,7833,754,0,27,7833,754,7477,730,356,141,2951,342,1194,230,319,137,319,137,0,27,875,177,12377,897,10257,840,8128,759,9,15,8119,760,7644,682,475,242,2129,343,2120,248,394,127,356,119,38,57,1726,239,5001600US2902,"Congressional District 2 (116th Congress), Missouri"
20715,796,11402,510,10456,507,6576,555,0,27,6576,555,6270,555,306,143,3880,422,946,120,173,93,162,94,11,19,773,131,9313,479,8141,454,5252,437,0,27,5252,437,4841,445,411,190,2889,487,1172,187,182,80,182,80,0,27,990,171,5001600US2903,"Congressional District 3 (116th Congress), Missouri"
28868,765,15593,519,14449,522,9665,571,2090,420,7575,552,6869,561,706,266,4784,467,1144,108,277,112,273,112,4,6,867,111,13275,471,11915,457,9050,533,917,261,8133,534,7102,584,1031,454,2865,431,1360,179,299,125,299,125,0,27,1061,168,5001600US2904,"Congressional District 4 (116th Congress), Missouri"
125887,1194,56748,748,49122,713,35939,890,38,35,35901,887,32753,966,3148,499,13183,881,7626,215,1471,198,1378,177,93,74,6155,267,69139,698,57358,652,42239,934,0,27,42239,934,39431,928,2808,451,15119,836,11781,148,1869,277,1720,265,149,82,9912,279,5001600US2905,"Congressional District 5 (116th Congress), Missouri"
26321,849,14930,616,13684,580,8657,565,66,98,8591,571,7952,536,639,171,5027,375,1246,168,299,109,291,109,8,14,947,167,11391,491,10139,502,7584,494,13,20,7571,493,7179,488,392,149,2555,329,1252,144,219,96,211,95,8,14,1033,181,5001600US2906,"Congressional District 6 (116th Congress), Missouri"
11614,474,6793,393,6363,360,3807,385,0,27,3807,385,3429,414,378,179,2556,333,430,110,159,104,159,104,0,27,271,61,4821,303,4390,307,2777,344,0,27,2777,344,2510,346,267,123,1613,242,431,86,117,51,115,51,2,4,314,80,5001600US2907,"Congressional District 7 (116th Congress), Missouri"
25903,452,14393,369,13205,379,5229,407,22,35,5207,412,4588,360,619,210,7976,517,1188,138,182,73,174,70,8,13,1006,143,11510,364,9738,369,6326,426,83,118,6243,452,5683,451,560,147,3412,366,1772,106,231,85,222,87,9,20,1541,130,5001600US2908,"Congressional District 8 (116th Congress), Missouri"
4103,337,2783,270,2670,270,2178,280,206,87,1972,280,1826,251,146,109,492,121,113,46,17,19,17,19,0,24,96,46,1320,189,1218,183,980,167,41,74,939,186,889,170,50,48,238,104,102,45,40,28,40,28,0,24,62,38,5001600US3000,"Congressional District (at Large) (116th Congress), Montana"
14508,556,8422,412,7851,403,5848,412,166,72,5682,406,5006,434,676,199,2003,266,571,65,245,74,245,74,0,23,326,99,6086,320,5530,326,4172,342,41,28,4131,341,3947,344,184,107,1358,218,556,89,119,57,119,57,0,23,437,88,5001600US3101,"Congressional District 1 (116th Congress), Nebraska"
46865,580,22103,381,19722,381,15024,461,84,66,14940,482,13580,493,1360,266,4698,367,2381,59,417,118,387,110,30,28,1964,119,24762,430,21353,421,16067,536,42,58,16025,531,14760,534,1265,281,5286,504,3409,69,640,119,586,120,54,35,2769,135,5001600US3102,"Congressional District 2 (116th Congress), Nebraska"
6481,449,4192,348,4069,345,2586,289,47,58,2539,303,2473,296,66,46,1483,226,123,65,16,18,6,9,10,17,107,57,2289,303,2217,304,1609,304,0,23,1609,304,1566,304,43,31,608,188,72,58,21,29,21,29,0,23,51,51,5001600US3103,"Congressional District 3 (116th Congress), Nebraska"
62108,2157,30176,1379,26738,1279,17922,1101,45,39,17877,1098,15296,900,2581,448,8816,728,3438,359,731,161,673,154,58,38,2707,322,31932,1324,27424,1284,17978,1077,0,30,17978,1077,15598,999,2380,410,9446,772,4508,387,619,147,592,145,27,28,3889,365,5001600US3201,"Congressional District 1 (116th Congress), Nevada"
11759,512,7077,350,6243,345,4309,373,79,59,4230,372,3846,372,384,168,1934,239,834,115,188,81,188,81,0,30,646,133,4682,310,4026,314,2683,342,73,60,2610,328,2414,337,196,102,1343,211,656,69,113,62,101,55,12,21,543,96,5001600US3202,"Congressional District 2 (116th Congress), Nevada"
48186,2019,24192,1243,21092,1238,17360,1247,35,36,17325,1243,15751,1146,1574,388,3732,555,3100,359,502,156,472,159,30,24,2598,353,23994,1239,20102,1230,15004,1045,9,14,14995,1046,13726,1039,1269,336,5098,629,3892,366,667,239,603,231,64,44,3225,346,5001600US3203,"Congressional District 3 (116th Congress), Nevada"
87347,2204,42410,1405,36523,1374,23945,1152,528,174,23417,1154,20901,1097,2516,343,12578,1004,5887,397,884,164,840,166,44,30,5003,373,44937,1371,37772,1370,26784,1191,166,105,26618,1207,24409,1198,2209,417,10988,736,7165,495,1013,228,983,221,30,37,6152,437,5001600US3204,"Congressional District 4 (116th Congress), Nevada"
