C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,GEO_ID,NAME
154656,2463,77121,1607,71961,1551,58231,1318,766,222,57465,1301,54505,1347,2960,384,13730,827,5160,395,1391,248,1348,249,43,32,3769,371,77535,1630,70914,1643,46534,1467,169,95,46365,1473,43424,1458,2941,317,24380,909,6621,460,635,146,635,146,0,30,5986,463,5001600US3204,"Congressional District 4 (116th Congress), Nevada"
17775,780,9223,551,8787,525,7260,523,85,74,7175,518,6575,496,600,244,1527,271,436,119,89,62,83,61,6,12,347,108,8552,455,7821,441,5275,402,45,71,5230,402,4974,389,256,148,2546,344,731,163,181,109,176,111,5,10,550,120,5001600US3301,"Congressional District 1 (116th Congress), New Hampshire"
18257,796,9459,563,8889,543,7117,543,44,47,7073,553,6488,529,585,234,1772,331,570,133,51,43,51,43,0,27,519,136,8798,415,8105,403,5724,438,0,27,5724,438,5486,416,238,98,2381,363,693,142,164,96,161,96,3,6,529,121,5001600US3302,"Congressional District 2 (116th Congress), New Hampshire"
69089,774,33760,443,31087,433,23590,648,72,61,23518,645,21484,669,2034,362,7497,628,2673,82,477,161,443,164,34,27,2196,167,35329,489,31969,481,21620,763,0,29,21620,763,19920,788,1700,325,10349,692,3360,45,319,109,295,105,24,26,3041,119,5001600US3401,"Congressional District 1 (116th Congress), New Jersey"
81683,694,42200,469,38853,464,29758,683,282,123,29476,711,27053,747,2423,479,9095,608,3347,85,665,189,648,187,17,23,2682,186,39483,392,35698,394,24406,671,30,35,24376,669,21857,699,2519,376,11292,713,3785,70,336,128,336,128,0,29,3449,159,5001600US3402,"Congressional District 2 (116th Congress), New Jersey"
43936,1122,23248,712,21376,709,16551,839,862,205,15689,814,14850,813,839,282,4825,662,1872,173,524,159,479,152,45,53,1348,156,20688,593,18255,591,13671,630,121,83,13550,633,12760,646,790,190,4584,414,2433,148,367,86,346,87,21,23,2066,169,5001600US3403,"Congressional District 3 (116th Congress), New Jersey"
54284,1492,27176,1005,25146,1006,21553,878,63,79,21490,882,20622,875,868,215,3593,483,2030,272,650,166,631,160,19,32,1380,226,27108,859,24015,822,17304,736,0,29,17304,736,15985,781,1319,336,6711,646,3093,272,499,155,499,155,0,29,2594,256,5001600US3404,"Congressional District 4 (116th Congress), New Jersey"
77074,2020,36818,1306,33861,1232,28796,1191,12,18,28784,1190,27223,1099,1561,377,5065,534,2957,343,1266,248,1238,245,28,15,1691,270,40256,1100,35190,1018,25593,928,10,15,25583,930,24711,931,872,194,9597,717,5066,382,804,179,804,179,0,29,4262,370,5001600US3405,"Congressional District 5 (116th Congress), New Jersey"
119332,1632,59115,1145,54180,1073,44143,1113,72,62,44071,1118,42254,1175,1817,356,10037,664,4935,288,1005,229,973,217,32,36,3930,329,60217,818,54007,787,36634,905,6,18,36628,902,34623,962,2005,327,17373,774,6210,306,1021,226,943,214,78,56,5189,304,5001600US3406,"Congressional District 6 (116th Congress), New Jersey"
68196,1521,34779,891,32492,856,27757,1007,34,36,27723,1002,26443,1037,1280,290,4735,508,2287,307,656,151,604,144,52,41,1631,254,33417,961,30071,911,22234,957,0,29,22234,957,20899,929,1335,269,7837,587,3346,360,712,190,712,190,0,29,2634,378,5001600US3407,"Congressional District 7 (116th Congress), New Jersey"
321913,3005,160006,2037,142600,1969,118889,1950,111,71,118778,1959,112587,1955,6191,680,23711,1175,17406,564,4106,456,3960,448,146,85,13300,559,161907,1616,137280,1524,96576,1742,46,46,96530,1742,89845,1772,6685,661,40704,1265,24627,576,2993,389,2881,383,112,75,21634,672,5001600US3408,"Congressional District 8 (116th Congress), New Jersey"
216041,2418,105788,1581,94878,1522,76777,1436,44,34,76733,1433,73432,1587,3301,538,18101,1018,10910,363,3020,414,2903,417,117,75,7890,524,110253,1441,96379,1394,64955,1577,60,62,64895,1577,61964,1495,2931,381,31424,1325,13874,412,1954,275,1913,276,41,39,11920,481,5001600US3409,"Congressional District 9 (116th Congress), New Jersey"
114377,2295,56950,1536,51318,1459,40692,1382,52,56,40640,1377,37793,1359,2847,434,10626,838,5632,533,1576,301,1454,296,122,108,4056,442,57427,1374,50035,1316,34644,1111,15,26,34629,1109,31769,1160,2860,387,15391,903,7392,494,843,212,767,206,76,56,6549,494,5001600US3410,"Congressional District 10 (116th Congress), New Jersey"
63742,1856,31118,1354,28414,1296,24783,1262,10,16,24773,1260,23789,1296,984,254,3631,394,2704,325,1008,257,956,261,52,54,1696,291,32624,985,28612,889,22100,957,0,29,22100,957,21146,934,954,241,6512,551,4012,367,750,233,740,233,10,15,3262,350,5001600US3411,"Congressional District 11 (116th Congress), New Jersey"
95943,2061,49940,1485,46700,1428,40302,1473,0,29,40302,1473,38322,1427,1980,457,6398,648,3240,343,824,202,750,194,74,63,2416,329,46003,1202,41857,1141,28544,1078,0,29,28544,1078,26323,999,2221,395,13313,838,4146,353,692,193,612,176,80,66,3454,360,5001600US3412,"Congressional District 12 (116th Congress), New Jersey"
263856,1584,127767,876,111581,802,84363,1198,469,122,83894,1199,79191,1195,4703,588,27218,1073,16186,265,2845,299,2721,306,124,64,13341,372,136089,963,114767,913,78849,1422,197,125,78652,1426,73609,1418,5043,594,35918,1286,21322,261,2323,292,2230,281,93,50,18999,354,5001600US3501,"Congressional District 1 (116th Congress), New Mexico"
283519,1036,140904,666,121456,663,85304,1367,741,307,84563,1413,77196,1453,7367,733,36152,1419,19448,162,3081,386,2929,375,152,99,16367,427,142615,660,119957,629,73104,1334,77,53,73027,1331,68107,1415,4920,580,46853,1467,22658,178,2683,349,2568,352,115,102,19975,367,5001600US3502,"Congressional District 2 (116th Congress), New Mexico"
213664,1301,105992,883,89561,815,64799,1296,466,144,64333,1307,58921,1361,5412,724,24762,1161,16431,281,2369,285,2229,278,140,98,14062,363,107672,723,87970,699,57562,1231,99,69,57463,1230,54206,1290,3257,458,30408,1074,19702,257,2334,297,2304,295,30,29,17368,369,5001600US3503,"Congressional District 3 (116th Congress), New Mexico"
77385,2062,40852,1347,37992,1326,30854,1261,14,15,30840,1262,29432,1194,1408,333,7138,806,2860,321,734,172,689,157,45,73,2126,262,36533,1296,32670,1126,21519,1168,38,46,21481,1167,20473,1222,1008,286,11151,863,3863,400,526,141,522,142,4,7,3337,371,5001600US3601,"Congressional District 1 (116th Congress), New York"
123192,2331,62919,1480,57946,1465,49048,1380,197,97,48851,1381,46334,1343,2517,416,8898,644,4973,388,1299,263,1242,253,57,51,3674,344,60273,1473,53947,1302,38295,1273,6,12,38289,1273,36407,1241,1882,409,15652,848,6326,454,1102,200,1063,198,39,41,5224,420,5001600US3602,"Congressional District 2 (116th Congress), New York"
56987,2678,27734,1586,24874,1485,21003,1382,47,42,20956,1382,20316,1336,640,173,3871,522,2860,454,923,222,906,222,17,24,1937,379,29253,1445,25142,1321,17330,1031,0,28,17330,1031,16280,974,1050,266,7812,673,4111,480,642,168,642,168,0,28,3469,426,5001600US3603,"Congressional District 3 (116th Congress), New York"
114232,1834,57662,1241,52802,1257,44420,1223,82,68,44338,1216,42472,1250,1866,320,8382,584,4860,288,1513,228,1504,229,9,16,3347,344,56570,1008,50042,923,34695,889,12,19,34683,888,33607,874,1076,294,15347,803,6528,361,1011,190,958,202,53,64,5517,347,5001600US3604,"Congressional District 4 (116th Congress), New York"
114876,3152,55520,1833,49158,1728,39013,1477,87,49,38926,1470,35781,1332,3145,444,10145,777,6362,458,1293,237,1185,209,108,87,5069,406,59356,1710,50894,1706,35482,1444,11,12,35471,1444,32983,1447,2488,363,15412,877,8462,585,1213,229,1188,229,25,22,7249,546,5001600US3605,"Congressional District 5 (116th Congress), New York"
114282,3163,55182,1907,48247,1918,40701,1761,40,39,40661,1754,38767,1710,1894,315,7546,690,6935,538,1836,327,1836,327,0,28,5099,463,59100,1781,49192,1786,34235,1243,42,57,34193,1242,32413,1197,1780,364,14957,1072,9908,590,1288,279,1288,279,0,28,8620,575,5001600US3606,"Congressional District 6 (116th Congress), New York"
225926,3648,109495,2280,96851,2113,72592,1842,39,45,72553,1858,67909,1752,4644,522,24259,1204,12644,644,2144,330,2098,331,46,50,10500,630,116431,2156,95939,2055,59720,1825,11,17,59709,1825,55614,1771,4095,426,36219,1426,20492,844,1463,301,1406,289,57,44,19029,798,5001600US3607,"Congressional District 7 (116th Congress), New York"
102105,3079,45840,1603,40243,1417,28742,1288,13,20,28729,1289,26207,1215,2522,304,11501,803,5597,517,861,206,817,200,44,45,4736,492,56265,1847,48287,1757,29230,1250,0,28,29230,1250,26507,1200,2723,468,19057,1165,7978,561,638,144,610,146,28,26,7340,557,5001600US3608,"Congressional District 8 (116th Congress), New York"
66336,2497,31261,1401,27572,1338,20691,1184,22,24,20669,1176,19422,1122,1247,263,6881,653,3689,386,721,193,684,191,37,33,2968,319,35075,1610,29580,1470,19369,950,0,28,19369,950,18083,943,1286,241,10211,925,5495,587,659,198,597,175,62,61,4836,507,5001600US3609,"Congressional District 9 (116th Congress), New York"
76636,2833,40005,1696,35511,1638,28957,1513,0,28,28957,1513,27195,1485,1762,385,6554,717,4494,677,993,317,949,320,44,52,3501,520,36631,1681,29688,1376,20214,1139,0,28,20214,1139,18669,1098,1545,419,9474,869,6943,818,795,352,665,292,130,173,6148,715,5001600US3610,"Congressional District 10 (116th Congress), New York"
92833,1529,45882,995,42087,959,31932,1200,60,38,31872,1203,29912,1209,1960,377,10155,769,3795,230,851,189,805,202,46,38,2944,246,46951,923,41462,909,24753,1084,41,45,24712,1091,23200,1014,1512,282,16709,866,5489,301,735,180,722,180,13,21,4754,329,5001600US3611,"Congressional District 11 (116th Congress), New York"
84715,2545,41445,1819,36140,1746,28181,1664,0,28,28181,1664,26298,1585,1883,399,7959,793,5305,659,1355,389,1260,371,95,106,3950,509,43270,1610,35813,1448,24700,1236,30,55,24670,1232,23497,1192,1173,267,11113,888,7457,699,1116,321,1116,321,0,28,6341,699,5001600US3612,"Congressional District 12 (116th Congress), New York"
330438,4181,153117,2664,133885,2468,103654,2570,43,39,103611,2563,93681,2553,9930,1076,30231,1757,19232,941,3058,438,2708,430,350,169,16174,912,177321,2414,144539,2077,96891,2174,0,28,96891,2174,87446,2207,9445,979,47648,1625,32782,998,2728,403,2572,388,156,114,30054,991,5001600US3613,"Congressional District 13 (116th Congress), New York"
268147,4061,137117,2551,123562,2399,102374,2397,16,19,102358,2398,97027,2289,5331,542,21188,1100,13555,684,2774,374,2644,368,130,84,10781,711,131030,2426,110162,2191,75214,1801,0,28,75214,1801,70211,1746,5003,453,34948,1533,20868,936,2428,367,2224,332,204,142,18440,966,5001600US3614,"Congressional District 14 (116th Congress), New York"
369000,3467,167281,2596,148584,2543,105222,2165,166,118,105056,2184,93616,2034,11440,964,43362,1864,18697,711,2407,354,2209,328,198,111,16290,675,201719,1932,172393,1752,105449,1984,27,33,105422,1982,94582,1914,10840,867,66944,1822,29326,812,2378,354,2171,339,207,112,26948,899,5001600US3615,"Congressional District 15 (116th Congress), New York"
145713,3068,68312,2041,59816,2008,46780,1616,4,6,46776,1616,44002,1578,2774,436,13036,1077,8496,716,1689,394,1570,380,119,69,6807,602,77401,1751,65953,1570,45408,1527,0,28,45408,1527,41774,1523,3634,519,20545,1125,11448,741,1332,361,1315,362,17,20,10116,725,5001600US3616,"Congressional District 16 (116th Congress), New York"
120669,1867,62377,1308,58210,1254,49654,1430,80,58,49574,1422,46334,1374,3240,542,8556,659,4167,281,1442,254,1314,253,128,83,2725,291,58292,1024,51918,1037,37524,1304,24,27,37500,1300,35147,1306,2353,394,14394,950,6374,357,1128,288,1125,289,3,10,5246,413,5001600US3617,"Congressional District 17 (116th Congress), New York"
89548,836,45009,534,41744,525,32466,698,246,115,32220,687,30713,745,1507,271,9278,620,3265,109,706,165,675,164,31,30,2559,188,44539,535,40025,508,27682,676,115,86,27567,675,25828,737,1739,288,12343,689,4514,127,504,156,493,154,11,19,4010,192,5001600US3618,"Congressional District 18 (116th Congress), New York"
39879,761,21566,543,19745,536,12546,642,52,46,12494,639,11360,660,1134,257,7199,462,1821,102,354,121,310,112,44,58,1467,151,18313,448,16059,451,10068,521,13,21,10055,522,9227,512,828,173,5991,500,2254,107,506,111,499,111,7,14,1748,131,5001600US3619,"Congressional District 19 (116th Congress), New York"
33433,431,16627,298,15599,299,11688,491,95,65,11593,494,10888,504,705,230,3911,402,1028,62,221,74,221,74,0,28,807,84,16806,286,15299,277,10866,421,49,48,10817,428,9731,469,1086,262,4433,394,1507,66,227,97,227,97,0,28,1280,108,5001600US3620,"Congressional District 20 (116th Congress), New York"
18203,330,11646,273,11216,278,5427,357,1691,221,3736,377,3509,361,227,82,5789,328,430,84,106,71,97,69,9,12,324,76,6557,246,6146,243,3805,291,287,108,3518,320,3236,322,282,106,2341,249,411,89,52,32,52,32,0,28,359,89,5001600US3621,"Congressional District 21 (116th Congress), New York"
18722,203,9746,113,9044,117,5386,331,50,64,5336,330,4806,340,530,187,3658,319,702,54,96,45,85,44,11,12,606,61,8976,158,8242,167,5249,309,0,28,5249,309,4781,325,468,161,2993,342,734,42,65,46,65,46,0,28,669,66,5001600US3622,"Congressional District 22 (116th Congress), New York"
19816,308,10544,247,9954,254,5406,387,22,34,5384,391,4889,391,495,162,4548,346,590,82,130,47,130,47,0,28,460,85,9272,193,8559,196,5255,289,13,18,5242,289,4644,330,598,166,3304,328,713,75,83,48,70,48,13,20,630,90,5001600US3623,"Congressional District 23 (116th Congress), New York"
21683,115,11120,93,10427,103,7019,322,87,96,6932,324,6292,346,640,165,3408,354,693,30,152,76,152,76,0,28,541,80,10563,109,9758,109,6568,279,2,4,6566,279,5947,286,619,159,3190,278,805,37,167,70,158,70,9,15,638,77,5001600US3624,"Congressional District 24 (116th Congress), New York"
45100,214,21639,155,19830,155,14252,438,19,29,14233,438,12640,446,1593,235,5578,425,1809,4,212,74,164,62,48,40,1597,74,23461,154,21107,150,14089,474,0,28,14089,474,12649,486,1440,270,7018,455,2354,47,109,51,107,51,2,5,2245,72,5001600US3625,"Congressional District 25 (116th Congress), New York"
32560,601,15517,429,14268,429,9608,494,22,25,9586,499,8904,493,682,183,4660,441,1249,90,170,58,144,60,26,28,1079,100,17043,331,15527,317,9525,476,0,28,9525,476,8949,489,576,140,6002,477,1516,94,151,97,151,97,0,28,1365,139,5001600US3626,"Congressional District 26 (116th Congress), New York"
13717,623,8046,446,7561,450,4350,365,27,29,4323,371,3973,361,350,92,3211,335,485,98,91,42,91,42,0,28,394,101,5671,322,5101,281,3180,293,0,28,3180,293,2796,310,384,140,1921,205,570,123,31,33,31,33,0,28,539,116,5001600US3627,"Congressional District 27 (116th Congress), New York"
42749,732,22853,474,21929,495,18066,552,33,45,18033,544,17381,547,652,190,3863,449,924,153,244,129,224,123,20,30,680,182,19896,510,18954,512,12030,618,60,66,11970,626,11141,664,829,240,6924,513,942,151,161,70,143,67,18,24,781,148,5001600US3701,"Congressional District 1 (116th Congress), North Carolina"
52191,1749,27172,1016,25800,995,22166,1010,457,137,21709,1010,20795,1010,914,300,3634,459,1372,197,529,196,518,196,11,15,843,159,25019,1024,23558,957,14733,842,69,45,14664,835,13630,794,1034,307,8825,605,1461,237,164,97,164,97,0,29,1297,219,5001600US3702,"Congressional District 2 (116th Congress), North Carolina"
40734,483,23478,372,22630,394,20118,559,7491,548,12627,647,11835,630,792,242,2512,413,848,151,294,115,261,101,33,58,554,110,17256,357,16226,319,10436,544,788,261,9648,614,8301,707,1347,408,5790,500,1030,174,188,90,175,86,13,21,842,170,5001600US3703,"Congressional District 3 (116th Congress), North Carolina"
60626,1623,31022,968,29901,943,25751,989,9,13,25742,988,25231,981,511,185,4150,548,1121,172,457,170,457,170,0,29,664,141,29604,943,28154,841,19708,850,0,29,19708,850,18422,877,1286,267,8446,659,1450,221,157,89,157,89,0,29,1293,216,5001600US3704,"Congressional District 4 (116th Congress), North Carolina"
46018,274,24117,277,23045,270,18732,440,110,76,18622,425,17906,432,716,211,4313,459,1072,151,302,155,302,155,0,29,770,152,21901,248,20749,229,12078,628,0,29,12078,628,11204,603,874,224,8671,630,1152,109,282,126,273,126,9,15,870,155,5001600US3705,"Congressional District 5 (116th Congress), North Carolina"
49312,921,25942,568,24667,572,20936,657,33,36,20903,657,20168,661,735,225,3731,386,1275,132,447,136,432,138,15,25,828,150,23370,491,22198,508,14062,610,19,30,14043,614,12912,667,1131,238,8136,555,1172,121,214,89,214,89,0,29,958,147,5001600US3706,"Congressional District 6 (116th Congress), North Carolina"
48157,842,25802,589,24792,648,20964,697,386,144,20578,718,19221,729,1357,313,3828,526,1010,207,448,211,448,211,0,29,562,115,22355,490,21022,486,12240,676,41,38,12199,685,10986,627,1213,304,8782,755,1333,126,248,112,237,114,11,22,1085,158,5001600US3707,"Congressional District 7 (116th Congress), North Carolina"
53840,823,28288,474,27025,496,23197,481,4718,407,18479,525,17178,528,1301,265,3828,390,1263,176,290,113,290,113,0,29,973,219,25552,496,23857,481,14860,625,703,192,14157,655,12570,607,1587,275,8997,615,1695,122,248,101,218,92,30,36,1447,141,5001600US3708,"Congressional District 8 (116th Congress), North Carolina"
40700,1249,21106,703,19992,695,16766,653,257,182,16509,638,15840,682,669,167,3226,334,1114,151,289,98,289,98,0,29,825,175,19594,737,18049,696,10610,679,10,14,10600,679,9960,651,640,192,7439,580,1545,184,201,85,201,85,0,29,1344,167,5001600US3709,"Congressional District 9 (116th Congress), North Carolina"
33027,647,16993,394,16010,415,13617,445,58,45,13559,456,12774,482,785,250,2393,335,983,124,199,81,199,81,0,29,784,135,16034,395,14942,393,9261,415,0,29,9261,415,8621,442,640,168,5681,424,1092,92,71,46,71,46,0,29,1021,85,5001600US3710,"Congressional District 10 (116th Congress), North Carolina"
30853,701,16403,471,15182,483,13048,515,80,83,12968,519,12579,512,389,185,2134,359,1221,163,296,119,296,119,0,29,925,160,14450,451,13301,420,8190,567,0,29,8190,567,7574,593,616,212,5111,442,1149,170,311,136,303,131,8,13,838,135,5001600US3711,"Congressional District 11 (116th Congress), North Carolina"
87334,982,44227,534,42358,510,37638,583,0,29,37638,583,36575,615,1063,253,4720,442,1869,92,666,163,645,164,21,32,1203,149,43107,611,40613,581,26512,994,30,43,26482,983,23973,963,2509,382,14101,914,2494,155,549,169,439,154,110,102,1945,217,5001600US3712,"Congressional District 12 (116th Congress), North Carolina"
40191,1071,20072,698,19030,703,16353,669,17,18,16336,672,15798,641,538,180,2677,366,1042,123,307,109,307,109,0,29,735,156,20119,552,18883,529,11198,637,35,40,11163,633,10502,589,661,205,7685,581,1236,103,209,93,183,91,26,28,1027,119,5001600US3713,"Congressional District 13 (116th Congress), North Carolina"
18600,201,9966,369,9744,371,8292,437,469,140,7823,434,7502,460,321,147,1452,228,222,75,59,39,59,39,0,22,163,65,8634,373,8226,366,6078,394,196,98,5882,401,5600,400,282,122,2148,330,408,98,81,46,81,46,0,22,327,95,5001600US3800,"Congressional District (at Large) (116th Congress), North Dakota"
15154,588,7729,424,7329,428,5610,446,0,27,5610,446,5394,432,216,103,1719,284,400,75,124,61,111,58,13,21,276,81,7425,307,6926,307,4627,325,12,19,4615,323,4352,316,263,152,2299,348,499,79,166,82,166,82,0,27,333,89,5001600US3901,"Congressional District 1 (116th Congress), Ohio"
10148,605,5157,443,4803,423,4151,412,4,8,4147,413,3928,401,219,143,652,166,354,105,157,62,157,62,0,27,197,89,4991,306,4590,313,3403,312,0,27,3403,312,3232,319,171,88,1187,231,401,96,14,15,14,15,0,27,387,94,5001600US3902,"Congressional District 2 (116th Congress), Ohio"
35068,1026,18874,595,18162,584,15139,603,41,50,15098,611,14587,621,511,161,3023,480,712,112,213,112,197,106,16,26,499,112,16194,587,15395,543,9981,535,0,27,9981,535,9235,552,746,246,5414,551,799,151,183,99,183,99,0,27,616,161,5001600US3903,"Congressional District 3 (116th Congress), Ohio"
18910,580,10476,411,9635,400,6998,434,9,14,6989,434,6457,467,532,207,2637,283,841,123,157,83,157,83,0,27,684,111,8434,406,7531,397,5008,426,0,27,5008,426,4725,387,283,131,2523,361,903,127,89,52,89,52,0,27,814,134,5001600US3904,"Congressional District 4 (116th Congress), Ohio"
26854,578,13646,379,12538,369,10244,398,13,14,10231,397,9545,436,686,218,2294,324,1108,153,203,72,203,72,0,27,905,168,13208,396,11895,390,8992,404,47,49,8945,398,8588,404,357,83,2903,308,1313,114,290,137,290,137,0,27,1023,120,5001600US3905,"Congressional District 5 (116th Congress), Ohio"
5666,348,3170,281,2802,256,1833,239,0,27,1833,239,1661,259,172,102,969,159,368,143,99,98,99,98,0,27,269,100,2496,261,2144,269,1323,248,0,27,1323,248,1189,250,134,51,821,198,352,105,59,60,59,60,0,27,293,86,5001600US3906,"Congressional District 6 (116th Congress), Ohio"
11660,574,5835,441,5445,401,4550,406,0,27,4550,406,4340,409,210,100,895,193,390,134,243,124,243,124,0,27,147,72,5825,376,5107,349,3323,386,0,27,3323,386,3102,373,221,115,1784,329,718,168,141,86,141,86,0,27,577,144,5001600US3907,"Congressional District 7 (116th Congress), Ohio"
16270,162,8637,146,8132,152,6648,243,17,26,6631,242,6251,253,380,120,1484,200,505,68,97,64,83,63,14,25,408,94,7633,156,7104,154,4432,290,45,64,4387,292,4060,296,327,97,2672,275,529,71,89,63,89,63,0,27,440,91,5001600US3908,"Congressional District 8 (116th Congress), Ohio"
54536,1208,26687,861,24172,833,18118,753,15,17,18103,757,15875,751,2228,352,6054,570,2515,246,429,131,389,132,40,40,2086,211,27849,678,24958,647,17433,664,0,27,17433,664,15617,617,1816,298,7525,599,2891,215,236,79,236,79,0,27,2655,227,5001600US3909,"Congressional District 9 (116th Congress), Ohio"
14738,98,7510,76,7021,98,5612,245,225,94,5387,276,4897,327,490,196,1409,215,489,55,158,81,158,81,0,27,331,75,7228,111,6613,127,4418,304,48,49,4370,297,4023,325,347,141,2195,329,615,61,123,73,123,73,0,27,492,90,5001600US3910,"Congressional District 10 (116th Congress), Ohio"
22618,964,11042,640,10044,609,6971,509,0,27,6971,509,6343,483,628,162,3073,356,998,184,128,72,114,66,14,24,870,177,11576,633,10212,607,6520,492,0,27,6520,492,5898,478,622,201,3692,372,1364,177,135,49,125,48,10,14,1229,171,5001600US3911,"Congressional District 11 (116th Congress), Ohio"
13306,743,6665,428,6130,445,4694,415,20,33,4674,419,4433,432,241,115,1436,220,535,155,114,72,114,72,0,27,421,137,6641,501,6096,498,4524,493,0,27,4524,493,4298,483,226,101,1572,256,545,160,71,51,71,51,0,27,474,159,5001600US3912,"Congressional District 12 (116th Congress), Ohio"
17083,587,9371,353,8662,349,6101,359,77,89,6024,373,5339,429,685,217,2561,310,709,86,135,72,135,72,0,27,574,88,7712,414,6853,400,3864,318,0,27,3864,318,3445,353,419,132,2989,336,859,94,80,43,80,43,0,27,779,100,5001600US3913,"Congressional District 13 (116th Congress), Ohio"
13880,534,7222,301,6687,275,5216,317,7,14,5209,315,4790,326,419,167,1471,238,535,108,163,86,163,86,0,27,372,109,6658,368,6165,357,4164,393,0,27,4164,393,3869,410,295,154,2001,314,493,88,126,73,126,73,0,27,367,87,5001600US3914,"Congressional District 14 (116th Congress), Ohio"
11058,711,5474,436,5290,433,3949,423,50,60,3899,427,3680,443,219,112,1341,204,184,76,2,4,2,4,0,27,182,76,5584,427,5002,415,3572,370,18,27,3554,369,3295,361,259,134,1430,306,582,165,62,48,62,48,0,27,520,160,5001600US3915,"Congressional District 15 (116th Congress), Ohio"
12338,827,6317,555,5786,525,4919,479,0,27,4919,479,4727,455,192,101,867,214,531,128,121,76,121,76,0,27,410,112,6021,473,5191,438,3635,352,0,27,3635,352,3405,331,230,121,1556,298,830,162,165,100,165,100,0,27,665,156,5001600US3916,"Congressional District 16 (116th Congress), Ohio"
58493,242,30751,152,29306,166,25440,309,84,51,25356,319,24270,347,1086,166,3866,283,1445,59,313,81,286,79,27,26,1132,99,27742,169,25975,172,16908,421,18,25,16890,422,15618,450,1272,191,9067,420,1767,53,308,72,277,63,31,49,1459,90,5001600US4001,"Congressional District 1 (116th Congress), Oklahoma"
24954,201,13544,159,12691,181,9563,318,22,25,9541,322,9013,327,528,110,3128,241,853,104,250,76,230,78,20,16,603,100,11410,143,10590,184,6231,307,0,23,6231,307,5713,320,518,112,4359,295,820,107,132,58,132,58,0,23,688,93,5001600US4002,"Congressional District 2 (116th Congress), Oklahoma"
51988,372,28813,322,27453,351,19999,462,246,110,19753,464,19069,463,684,206,7454,492,1360,162,590,130,590,130,0,23,770,137,23175,259,21616,282,13768,526,26,28,13742,527,13111,556,631,174,7848,469,1559,121,308,77,308,77,0,23,1251,141,5001600US4003,"Congressional District 3 (116th Congress), Oklahoma"
46952,518,24620,317,23211,315,18707,443,1599,236,17108,484,16109,494,999,232,4504,356,1409,110,343,100,316,96,27,28,1066,125,22332,291,20705,296,13455,489,427,124,13028,474,12005,536,1023,217,7250,490,1627,107,297,75,279,79,18,27,1330,115,5001600US4004,"Congressional District 4 (116th Congress), Oklahoma"
86418,493,45418,307,43101,307,36735,544,244,94,36491,552,35105,571,1386,310,6366,459,2317,72,711,178,701,178,10,12,1606,176,41000,303,38514,307,23327,704,35,29,23292,704,21749,689,1543,274,15187,743,2486,58,338,100,334,101,4,6,2148,117,5001600US4005,"Congressional District 5 (116th Congress), Oklahoma"
84833,609,43713,473,41502,458,35683,619,82,87,35601,637,34516,705,1085,305,5819,561,2211,118,669,164,669,164,0,29,1542,188,41120,290,38566,281,26992,718,18,30,26974,717,25510,773,1464,328,11574,755,2554,67,421,138,421,138,0,29,2133,151,5001600US4101,"Congressional District 1 (116th Congress), Oregon"
76306,409,40261,335,37357,372,29450,593,85,61,29365,592,26908,628,2457,518,7907,572,2904,150,937,205,870,192,67,54,1967,156,36045,276,33004,262,22965,809,1,3,22964,810,21246,835,1718,298,10039,831,3041,177,628,159,604,159,24,38,2413,224,5001600US4102,"Congressional District 2 (116th Congress), Oregon"
66930,627,35271,487,33883,459,28191,627,15,24,28176,624,26885,651,1291,255,5692,565,1388,120,392,119,386,118,6,10,996,159,31659,316,29760,302,21635,659,0,29,21635,659,20344,674,1291,270,8125,644,1899,84,295,113,218,102,77,47,1604,132,5001600US4103,"Congressional District 3 (116th Congress), Oregon"
45116,389,23143,280,21464,300,16666,457,36,37,16630,457,15593,423,1037,242,4798,484,1679,120,293,128,266,124,27,35,1386,131,21973,259,19923,271,13528,462,0,29,13528,462,12224,475,1304,326,6395,416,2050,131,433,109,368,93,65,57,1617,163,5001600US4104,"Congressional District 4 (116th Congress), Oregon"
92916,608,48647,460,45959,461,37413,747,20,20,37393,746,34952,877,2441,504,8546,733,2688,77,505,171,471,171,34,31,2183,159,44269,380,41450,379,28595,727,1,5,28594,727,26742,726,1852,371,12855,777,2819,87,371,127,349,125,22,35,2448,147,5001600US4105,"Congressional District 5 (116th Congress), Oregon"
