C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,GEO_ID,NAME
Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!Male:,Margin of Error!!Total:!!Male:,Estimate!!Total:!!Male:!!16 to 64 years:,Margin of Error!!Total:!!Male:!!16 to 64 years:,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Male:!!16 to 64 years:!!Not in labor force,Margin of Error!!Total:!!Male:!!16 to 64 years:!!Not in labor force,Estimate!!Total:!!Male:!!65 years and over:,Margin of Error!!Total:!!Male:!!65 years and over:,Estimate!!Total:!!Male:!!65 years and over:!!In labor force:,Margin of Error!!Total:!!Male:!!65 years and over:!!In labor force:,Estimate!!Total:!!Male:!!65 years and over:!!In labor force:!!Employed,Margin of Error!!Total:!!Male:!!65 years and over:!!In labor force:!!Employed,Estimate!!Total:!!Male:!!65 years and over:!!In labor force:!!Unemployed,Margin of Error!!Total:!!Male:!!65 years and over:!!In labor force:!!Unemployed,Estimate!!Total:!!Male:!!65 years and over:!!Not in labor force,Margin of Error!!Total:!!Male:!!65 years and over:!!Not in labor force,Estimate!!Total:!!Female:,Margin of Error!!Total:!!Female:,Estimate!!Total:!!Female:!!16 to 64 years:,Margin of Error!!Total:!!Female:!!16 to 64 years:,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Female:!!16 to 64 years:!!Not in labor force,Margin of Error!!Total:!!Female:!!16 to 64 years:!!Not in labor force,Estimate!!Total:!!Female:!!65 years and over:,Margin of Error!!Total:!!Female:!!65 years and over:,Estimate!!Total:!!Female:!!65 years and over:!!In labor force:,Margin of Error!!Total:!!Female:!!65 years and over:!!In labor force:,Estimate!!Total:!!Female:!!65 years and over:!!In labor force:!!Employed,Margin of Error!!Total:!!Female:!!65 years and over:!!In labor force:!!Employed,Estimate!!Total:!!Female:!!65 years and over:!!In labor force:!!Unemployed,Margin of Error!!Total:!!Female:!!65 years and over:!!In labor force:!!Unemployed,Estimate!!Total:!!Female:!!65 years and over:!!Not in labor force,Margin of Error!!Total:!!Female:!!65 years and over:!!Not in labor force,id,Geographic Area Name
15781,232,8295,208,7454,234,6089,372,18,26,6071,371,5944,384,127,91,1365,304,841,134,306,138,297,138,9,15,535,167,7486,181,6637,179,3903,392,0,28,3903,392,3803,393,100,97,2734,374,849,49,145,96,145,96,0,28,704,108,5001600US0101,"Congressional District 1 (116th Congress), Alabama"
16143,409,8444,273,7965,276,6404,309,582,182,5822,357,5652,375,170,90,1561,213,479,71,175,68,175,68,0,28,304,71,7699,287,7123,292,3992,262,42,48,3950,262,3618,278,332,127,3131,352,576,121,73,41,59,34,14,23,503,111,5001600US0102,"Congressional District 2 (116th Congress), Alabama"
14516,228,8064,213,7611,206,5871,360,169,118,5702,346,5429,364,273,128,1740,331,453,133,50,43,50,43,0,28,403,130,6452,230,5930,243,3576,327,11,18,3565,329,3272,318,293,111,2354,328,522,131,21,24,21,24,0,28,501,127,5001600US0103,"Congressional District 3 (116th Congress), Alabama"
26873,466,14847,348,14326,366,11771,416,26,38,11745,419,11173,417,572,206,2555,326,521,155,66,44,55,42,11,20,455,153,12026,274,11311,318,5585,442,0,28,5585,442,5247,430,338,152,5726,521,715,196,51,39,48,38,3,5,664,190,5001600US0104,"Congressional District 4 (116th Congress), Alabama"
23928,192,12660,145,11869,175,10114,282,48,53,10066,288,9690,325,376,159,1755,253,791,148,294,138,280,139,14,24,497,173,11268,161,10297,170,5791,368,0,28,5791,368,5338,362,453,118,4506,377,971,104,58,39,58,39,0,28,913,109,5001600US0105,"Congressional District 5 (116th Congress), Alabama"
21435,750,11201,494,10617,487,8830,473,49,55,8781,478,8453,492,328,138,1787,325,584,120,215,67,203,69,12,19,369,116,10234,424,9635,417,5502,479,0,28,5502,479,5277,485,225,112,4133,384,599,86,92,54,92,54,0,28,507,86,5001600US0106,"Congressional District 6 (116th Congress), Alabama"
13775,764,7445,481,7065,491,5993,478,19,27,5974,481,5669,468,305,115,1072,235,380,102,39,40,39,40,0,28,341,102,6330,455,5990,452,3057,436,0,28,3057,436,2802,413,255,113,2933,346,340,106,100,70,70,59,30,43,240,105,5001600US0107,"Congressional District 7 (116th Congress), Alabama"
35664,230,18918,218,17960,224,15247,393,2350,343,12897,473,11875,516,1022,334,2713,359,958,81,415,101,358,100,57,53,543,116,16746,181,15435,207,10992,379,264,104,10728,391,10260,405,468,153,4443,407,1311,129,221,123,221,123,0,22,1090,137,5001600US0200,"Congressional District (at Large) (116th Congress), Alaska"
126364,1810,66490,1230,59394,1166,40447,1271,133,98,40314,1285,37541,1269,2773,445,18947,1056,7096,332,1252,284,1233,285,19,22,5844,356,59874,1158,51918,1082,33728,1015,56,65,33672,1013,30882,1101,2790,435,18190,849,7956,406,1055,192,1043,194,12,14,6901,435,5001600US0401,"Congressional District 1 (116th Congress), Arizona"
153178,2193,74623,1397,66391,1376,49776,1346,1131,221,48645,1339,45255,1342,3390,503,16615,991,8232,355,1813,268,1738,255,75,66,6419,398,78555,1394,68150,1289,45610,1293,296,115,45314,1290,42012,1348,3302,465,22540,1145,10405,485,1254,252,1220,250,34,36,9151,475,5001600US0402,"Congressional District 2 (116th Congress), Arizona"
349662,3543,171020,2136,154169,2042,120083,2095,900,284,119183,2115,109817,2219,9366,753,34086,1457,16851,613,3042,375,2749,372,293,126,13809,556,178642,2057,156238,2016,99524,1943,105,93,99419,1956,89912,1995,9507,846,56714,1863,22404,681,2464,333,2386,320,78,57,19940,705,5001600US0403,"Congressional District 3 (116th Congress), Arizona"
110274,2085,59434,1351,53433,1333,37118,1439,972,207,36146,1457,33251,1364,2895,532,16315,1003,6001,335,843,200,774,206,69,58,5158,335,50840,1315,43705,1217,28137,1011,89,50,28048,1019,25824,1049,2224,392,15568,1012,7135,446,917,193,893,194,24,27,6218,452,5001600US0404,"Congressional District 4 (116th Congress), Arizona"
104487,2627,52208,1639,48305,1497,41660,1376,105,67,41555,1379,39321,1297,2234,384,6645,598,3903,462,975,233,955,234,20,24,2928,459,52279,1698,47238,1669,32355,1432,28,29,32327,1427,30991,1364,1336,301,14883,901,5041,449,363,96,347,98,16,17,4678,454,5001600US0405,"Congressional District 5 (116th Congress), Arizona"
98292,3115,48702,1996,45642,1964,38098,1683,25,42,38073,1689,36393,1618,1680,334,7544,753,3060,379,909,193,909,193,0,29,2151,313,49590,1745,45318,1613,29570,1430,30,48,29540,1422,27860,1294,1680,383,15748,1061,4272,436,527,151,479,151,48,45,3745,415,5001600US0406,"Congressional District 6 (116th Congress), Arizona"
357640,4204,177606,2597,165581,2396,130696,2079,185,97,130511,2052,123557,2040,6954,682,34885,1253,12025,584,2598,339,2507,339,91,64,9427,580,180034,2636,165943,2433,98891,1949,56,44,98835,1944,91383,1815,7452,695,67052,1837,14091,661,1688,246,1561,230,127,66,12403,631,5001600US0407,"Congressional District 7 (116th Congress), Arizona"
111688,2925,54766,1774,49636,1719,39614,1526,205,90,39409,1522,37300,1499,2109,348,10022,799,5130,389,1114,226,1016,207,98,67,4016,400,56922,1895,50989,1747,34831,1531,128,109,34703,1516,32795,1490,1908,287,16158,1085,5933,496,610,150,595,149,15,23,5323,468,5001600US0408,"Congressional District 8 (116th Congress), Arizona"
154174,3692,78051,2340,73262,2257,61492,2026,12,20,61480,2026,58871,1974,2609,444,11770,983,4789,516,1319,213,1264,209,55,60,3470,464,76123,1958,69631,1886,47654,1759,4,7,47650,1758,45339,1739,2311,468,21977,1147,6492,526,1343,251,1338,250,5,9,5149,461,5001600US0409,"Congressional District 9 (116th Congress), Arizona"
16421,279,9460,254,8800,275,6457,300,16,27,6441,300,6120,299,321,117,2343,302,660,141,213,95,197,94,16,19,447,116,6961,303,6341,295,3745,290,2,4,3743,291,3408,279,335,119,2596,291,620,139,41,30,27,25,14,25,579,131,5001600US0501,"Congressional District 1 (116th Congress), Arkansas"
25703,173,13937,224,13261,217,11049,482,139,66,10910,485,10652,493,258,112,2212,480,676,95,245,110,245,110,0,28,431,141,11766,203,10971,190,6582,422,87,65,6495,423,5956,416,539,157,4389,447,795,106,18,16,18,16,0,28,777,104,5001600US0502,"Congressional District 2 (116th Congress), Arkansas"
76877,370,39574,259,37780,298,31609,567,22,26,31587,569,30520,583,1067,285,6171,625,1794,126,466,141,445,138,21,31,1328,171,37303,273,35493,304,23213,767,3,8,23210,767,22091,735,1119,412,12280,746,1810,116,264,128,252,131,12,17,1546,163,5001600US0503,"Congressional District 3 (116th Congress), Arkansas"
27213,340,13846,334,13101,347,10020,399,0,28,10020,399,9508,450,512,141,3081,393,745,160,262,104,255,104,7,9,483,136,13367,349,12403,389,7122,458,0,28,7122,458,6837,455,285,107,5281,381,964,235,98,78,98,78,0,28,866,228,5001600US0504,"Congressional District 4 (116th Congress), Arkansas"
71704,716,38984,510,35294,493,22429,724,33,45,22396,721,20514,709,1882,329,12865,717,3690,179,526,153,425,114,101,90,3164,205,32720,470,29032,454,18512,624,10,15,18502,625,16725,592,1777,350,10520,559,3688,131,462,107,441,108,21,22,3226,156,5001600US0601,"Congressional District 1 (116th Congress), California"
90595,1386,48097,893,44109,863,34303,926,294,156,34009,918,31838,1019,2171,450,9806,662,3988,235,1209,216,1111,210,98,90,2779,256,42498,809,38350,818,27113,905,13,21,27100,907,25109,910,1991,357,11237,870,4148,241,809,201,809,201,0,29,3339,283,5001600US0602,"Congressional District 2 (116th Congress), California"
157399,1598,80600,1077,73644,1057,57438,1038,698,208,56740,1029,53260,1152,3480,493,16206,686,6956,279,1592,281,1581,281,11,18,5364,364,76799,828,69104,788,44470,1079,90,57,44380,1068,41438,1174,2942,338,24634,1089,7695,299,766,241,729,234,37,37,6929,301,5001600US0603,"Congressional District 3 (116th Congress), California"
73287,1032,37333,550,32928,553,24294,707,126,115,24168,727,23005,795,1163,265,8634,561,4405,178,626,162,615,162,11,13,3779,199,35954,709,30975,680,20258,744,51,61,20207,754,18998,728,1209,235,10717,735,4979,146,679,169,625,173,54,47,4300,187,5001600US0604,"Congressional District 4 (116th Congress), California"
146415,2176,74765,1511,69531,1468,59068,1465,54,44,59014,1456,55682,1458,3332,529,10463,794,5234,337,1655,270,1601,269,54,53,3579,338,71650,1147,64633,1115,44456,1354,0,29,44456,1354,41473,1302,2983,543,20177,1115,7017,430,1121,200,1078,201,43,36,5896,446,5001600US0605,"Congressional District 5 (116th Congress), California"
152729,2150,75081,1381,69415,1371,55059,1426,91,69,54968,1425,51372,1399,3596,392,14356,862,5666,336,1054,177,1008,171,46,50,4612,324,77648,1364,70248,1372,45881,1305,24,26,45857,1307,42662,1279,3195,441,24367,1292,7400,376,708,155,687,155,21,19,6692,375,5001600US0606,"Congressional District 6 (116th Congress), California"
93152,2039,46644,1297,42671,1269,33675,1149,127,71,33548,1152,31286,1114,2262,363,8996,639,3973,301,687,150,662,145,25,28,3286,280,46508,1247,41377,1254,28248,1183,39,41,28209,1178,26530,1112,1679,316,13129,743,5131,358,669,174,669,174,0,29,4462,338,5001600US0607,"Congressional District 7 (116th Congress), California"
207314,3308,104314,2080,94946,1996,70780,1834,2417,353,68363,1863,62029,1809,6334,725,24166,1496,9368,563,1171,260,1090,238,81,46,8197,570,103000,2167,92562,2115,52675,2148,193,111,52482,2146,46527,2053,5955,766,39887,1531,10438,687,783,211,764,209,19,23,9655,699,5001600US0608,"Congressional District 8 (116th Congress), California"
207466,2355,104852,1653,96009,1623,75848,1509,98,87,75750,1482,69355,1569,6395,603,20161,1037,8843,417,1637,297,1591,294,46,32,7206,449,102614,1274,91334,1249,56657,1310,11,18,56646,1311,51142,1204,5504,551,34677,1255,11280,403,1216,222,1136,228,80,58,10064,422,5001600US0609,"Congressional District 9 (116th Congress), California"
228099,1757,115205,1179,105740,1170,83534,1173,171,104,83363,1187,75820,1288,7543,726,22206,1099,9465,248,1667,269,1578,258,89,51,7798,324,112894,1033,101741,996,61901,1351,0,29,61901,1351,54881,1275,7020,617,39840,1391,11153,279,1230,245,1095,224,135,84,9923,355,5001600US0610,"Congressional District 10 (116th Congress), California"
148312,1856,74104,1172,68770,1127,57422,1069,108,77,57314,1063,54031,1145,3283,529,11348,872,5334,351,1234,244,1181,241,53,43,4100,361,74208,1090,66669,1001,43587,1181,0,29,43587,1181,41184,1210,2403,382,23082,939,7539,392,1275,227,1204,213,71,78,6264,420,5001600US0611,"Congressional District 11 (116th Congress), California"
91224,1137,49246,667,45035,654,37759,828,17,28,37742,835,35844,855,1898,374,7276,626,4211,201,910,219,809,212,101,70,3301,264,41978,751,36125,666,27082,849,6,9,27076,850,25804,857,1272,296,9043,642,5853,263,1049,196,1021,195,28,27,4804,284,5001600US0612,"Congressional District 12 (116th Congress), California"
124249,1825,62881,1306,59193,1274,49192,1177,163,70,49029,1180,46556,1237,2473,337,10001,685,3688,290,835,163,790,165,45,38,2853,265,61368,974,56042,958,37247,878,57,42,37190,873,34844,892,2346,370,18795,873,5326,412,924,202,868,198,56,58,4402,435,5001600US0613,"Congressional District 13 (116th Congress), California"
135267,1596,67319,1069,60829,1088,51749,1129,37,51,51712,1128,49554,1164,2158,468,9080,689,6490,250,1897,309,1851,305,46,49,4593,347,67948,990,58836,925,43246,943,0,29,43246,943,41065,939,2181,372,15590,934,9112,365,1225,194,1208,192,17,19,7887,390,5001600US0614,"Congressional District 14 (116th Congress), California"
126391,1839,63073,1257,57242,1224,48071,1192,165,101,47906,1208,46504,1171,1402,308,9171,544,5831,324,1019,236,918,187,101,87,4812,373,63318,1154,55746,1165,37303,1228,3,8,37300,1229,35830,1187,1470,276,18443,867,7572,470,992,196,983,192,9,13,6580,468,5001600US0615,"Congressional District 15 (116th Congress), California"
306966,2290,153949,1509,141037,1467,107347,1626,75,48,107272,1629,96171,1665,11101,753,33690,1267,12912,412,2698,331,2437,334,261,104,10214,416,153017,1413,137370,1461,79736,1789,23,32,79713,1788,68579,1784,11134,806,57634,1719,15647,451,1936,275,1724,236,212,130,13711,456,5001600US0616,"Congressional District 16 (116th Congress), California"
93194,2569,48153,1687,43898,1607,36351,1460,38,36,36313,1458,35057,1419,1256,242,7547,747,4255,388,880,174,872,173,8,13,3375,401,45041,1430,39385,1427,26804,1274,0,29,26804,1274,25504,1250,1300,274,12581,707,5656,430,939,247,873,243,66,56,4717,424,5001600US0617,"Congressional District 17 (116th Congress), California"
87968,2561,43253,1764,40143,1674,33517,1505,30,24,33487,1504,32420,1488,1067,244,6626,706,3110,388,776,276,776,276,0,29,2334,311,44715,1438,39960,1408,28518,1227,14,23,28504,1224,27356,1220,1148,230,11442,789,4755,404,943,236,906,226,37,59,3812,361,5001600US0618,"Congressional District 18 (116th Congress), California"
219542,2743,111165,1766,101926,1730,84595,1754,110,74,84485,1754,80207,1715,4278,483,17331,858,9239,335,2043,281,1922,265,121,96,7196,360,108377,1387,96272,1289,67189,1118,63,45,67126,1127,63298,1097,3828,489,29083,1192,12105,480,1586,257,1557,246,29,40,10519,447,5001600US0619,"Congressional District 19 (116th Congress), California"
276913,1246,141830,852,130855,757,101471,1191,536,209,100935,1239,95671,1260,5264,603,29384,1125,10975,287,3022,300,2912,300,110,69,7953,375,135083,612,122391,594,78231,1344,200,156,78031,1342,72492,1441,5539,555,44160,1287,12692,206,1931,309,1892,303,39,35,10761,385,5001600US0620,"Congressional District 20 (116th Congress), California"
369845,2946,196424,2226,180436,2069,127401,1844,724,188,126677,1844,113467,1811,13210,877,53035,1582,15988,524,3261,392,2988,367,273,113,12727,567,173421,1660,156374,1678,89522,1826,129,80,89393,1848,77893,1812,11500,931,66852,1630,17047,706,1487,235,1396,218,91,60,15560,699,5001600US0621,"Congressional District 21 (116th Congress), California"
251600,2887,124634,2049,114048,1895,88771,1732,352,188,88419,1709,81380,1642,7039,694,25277,1316,10586,534,2377,371,2211,358,166,89,8209,561,126966,1871,114757,1854,72175,1926,20,32,72155,1922,65086,1857,7069,686,42582,1403,12209,594,1693,291,1663,294,30,26,10516,596,5001600US0622,"Congressional District 22 (116th Congress), California"
203021,3102,105331,2148,97071,2078,71148,1911,433,233,70715,1924,64047,1796,6668,839,25923,1119,8260,593,1498,320,1399,315,99,73,6762,463,97690,1800,88136,1797,52143,1545,48,34,52095,1543,46337,1532,5758,705,35993,1678,9554,613,1121,328,1026,326,95,78,8433,631,5001600US0623,"Congressional District 23 (116th Congress), California"
192112,618,98609,393,90478,377,72798,740,690,611,72108,878,68532,1011,3576,503,17680,740,8131,80,2301,258,2146,239,155,98,5830,270,93503,350,83854,352,57220,1076,145,90,57075,1084,53186,1167,3889,537,26634,1080,9649,73,1596,237,1586,236,10,18,8053,265,5001600US0624,"Congressional District 24 (116th Congress), California"
200129,2957,100164,1953,92546,1788,70080,1696,87,65,69993,1697,66265,1657,3728,451,22466,1050,7618,535,1512,225,1460,226,52,35,6106,511,99965,1838,89886,1686,52508,1573,5,8,52503,1573,49017,1545,3486,434,37378,1163,10079,584,982,198,957,195,25,30,9097,566,5001600US0625,"Congressional District 25 (116th Congress), California"
237778,1136,119470,630,108864,632,90208,830,543,144,89665,857,84750,957,4915,601,18656,699,10606,197,2187,293,1945,264,242,102,8419,363,118308,712,105000,709,71859,1164,88,61,71771,1170,67759,1157,4012,476,33141,1040,13308,223,1495,245,1433,244,62,39,11813,309,5001600US0626,"Congressional District 26 (116th Congress), California"
153009,3021,72123,1911,63875,1782,51505,1560,40,30,51465,1559,48897,1498,2568,429,12370,695,8248,522,1520,228,1497,229,23,20,6728,450,80886,1798,68271,1804,47533,1698,13,20,47520,1698,45432,1625,2088,282,20738,1036,12615,658,1441,228,1422,223,19,21,11174,612,5001600US0627,"Congressional District 27 (116th Congress), California"
143385,2969,70241,1696,63389,1714,53302,1604,27,29,53275,1601,50581,1548,2694,376,10087,698,6852,546,1923,279,1817,266,106,59,4929,433,73144,1820,62472,1722,45315,1467,0,29,45315,1467,42055,1322,3260,505,17157,944,10672,657,1800,335,1647,334,153,85,8872,578,5001600US0628,"Congressional District 28 (116th Congress), California"
369943,4097,184754,2645,169685,2626,138552,2544,31,34,138521,2545,131597,2547,6924,611,31133,1165,15069,643,3701,352,3539,348,162,61,11368,616,185189,2262,163962,2069,105912,2014,11,20,105901,2012,97832,1921,8069,563,58050,1436,21227,835,2387,313,2298,304,89,51,18840,797,5001600US0629,"Congressional District 29 (116th Congress), California"
171068,3544,84637,2340,78578,2303,66897,2138,94,88,66803,2149,63297,2235,3506,444,11681,835,6059,516,1695,254,1605,257,90,56,4364,457,86431,2029,77016,2038,55853,1723,48,65,55805,1726,52990,1683,2815,399,21163,1035,9415,644,1613,263,1445,240,168,95,7802,607,5001600US0630,"Congressional District 30 (116th Congress), California"
287018,3278,140552,2207,129465,2179,99759,1985,53,41,99706,1992,92658,1987,7048,594,29706,1362,11087,567,2268,327,2162,332,106,76,8819,519,146466,2167,131306,2049,83074,2000,11,17,83063,2000,75711,1896,7352,748,48232,1483,15160,672,1673,347,1531,310,142,96,13487,602,5001600US0631,"Congressional District 31 (116th Congress), California"
337954,3081,167384,2168,148602,2088,120303,2068,102,66,120201,2072,112917,1890,7284,676,28299,1277,18782,746,4135,421,3960,405,175,106,14647,739,170570,2270,145633,1949,95799,1922,0,29,95799,1922,88943,1881,6856,608,49834,1251,24937,1025,2997,395,2823,390,174,101,21940,924,5001600US0632,"Congressional District 32 (116th Congress), California"
73782,2209,34425,1565,30428,1469,24282,1182,71,68,24211,1175,22668,1122,1543,352,6146,612,3997,381,1116,223,1076,222,40,35,2881,289,39357,1188,34267,1173,23611,1067,2,4,23609,1067,22114,1018,1495,257,10656,639,5090,456,711,184,699,183,12,21,4379,405,5001600US0633,"Congressional District 33 (116th Congress), California"
351552,3888,179675,2556,164074,2557,133379,2508,29,31,133350,2504,125138,2428,8212,706,30695,1316,15601,521,3336,292,3121,283,215,86,12265,506,171877,2358,148166,2237,97248,2029,0,29,97248,2029,89164,1933,8084,612,50918,1365,23711,680,2845,301,2735,306,110,50,20866,638,5001600US0634,"Congressional District 34 (116th Congress), California"
390453,3106,195322,2006,180452,2087,144213,2116,123,87,144090,2131,134573,2080,9517,736,36239,1280,14870,604,2699,360,2540,342,159,89,12171,577,195131,2100,175578,2194,109376,2217,32,53,109344,2209,100425,2105,8919,694,66202,1617,19553,838,2164,288,2108,291,56,36,17389,798,5001600US0635,"Congressional District 35 (116th Congress), California"
267996,3044,133958,2047,120002,1905,91955,1957,167,109,91788,1958,83464,1926,8324,744,28047,1290,13956,644,2478,342,2320,335,158,107,11478,639,134038,2047,118537,1944,73569,1959,11,16,73558,1961,65392,1895,8166,791,44968,1304,15501,766,1439,298,1406,288,33,33,14062,770,5001600US0636,"Congressional District 36 (116th Congress), California"
217552,3593,108806,2214,100513,2132,82932,1924,0,29,82932,1924,78986,1921,3946,447,17581,902,8293,578,1971,229,1941,231,30,31,6322,535,108746,2168,96695,2024,62294,1563,28,46,62266,1553,58745,1531,3521,384,34401,1174,12051,684,1733,297,1715,297,18,19,10318,633,5001600US0637,"Congressional District 37 (116th Congress), California"
339726,3225,166112,2355,147023,2254,116425,1966,198,114,116227,1964,109975,1860,6252,564,30598,1211,19089,830,3253,330,3167,332,86,52,15836,793,173614,2181,147540,1907,97845,1799,69,73,97776,1799,92650,1777,5126,512,49695,1559,26074,924,2493,309,2433,303,60,32,23581,930,5001600US0638,"Congressional District 38 (116th Congress), California"
184542,3148,89421,1942,80581,1919,66874,1750,81,61,66793,1744,62903,1650,3890,465,13707,740,8840,546,2309,379,2243,384,66,39,6531,471,95121,1979,82646,1881,57263,1665,8,15,57255,1665,53591,1651,3664,524,25383,1103,12475,650,1720,331,1692,330,28,21,10755,630,5001600US0639,"Congressional District 39 (116th Congress), California"
463968,3633,230991,2781,210368,2779,170611,2682,117,94,170494,2678,160405,2543,10089,774,39757,1307,20623,772,4108,432,3862,428,246,88,16515,665,232977,2009,206757,1874,127243,1871,0,29,127243,1871,115662,1860,11581,716,79514,1499,26220,910,2663,286,2527,285,136,69,23557,882,5001600US0640,"Congressional District 40 (116th Congress), California"
333735,3187,166625,2130,155715,2140,125649,2123,215,128,125434,2092,117475,2008,7959,535,30066,1323,10910,615,1986,291,1860,268,126,56,8924,559,167110,2254,152318,2218,92117,1964,42,31,92075,1972,84129,1750,7946,671,60201,1602,14792,668,1226,192,1094,179,132,81,13566,651,5001600US0641,"Congressional District 41 (116th Congress), California"
225511,3387,112165,2043,103390,1976,82577,1962,597,202,81980,2014,77033,1976,4947,639,20813,994,8775,558,1524,340,1471,334,53,38,7251,512,113346,2408,101947,2175,63451,1932,76,60,63375,1937,58584,1819,4791,606,38496,1614,11399,640,1000,244,873,198,127,147,10399,620,5001600US0642,"Congressional District 42 (116th Congress), California"
256499,3914,126645,2469,116659,2424,96205,2220,33,35,96172,2213,91211,2150,4961,603,20454,1144,9986,627,2634,352,2553,336,81,57,7352,542,129854,2252,116568,2184,77664,2034,32,42,77632,2031,72834,1937,4798,528,38904,1494,13286,731,1671,300,1472,282,199,107,11615,716,5001600US0643,"Congressional District 43 (116th Congress), California"
368876,3557,181543,2586,165703,2645,134392,2210,141,73,134251,2202,124507,2163,9744,921,31311,1356,15840,674,3241,392,3094,382,147,73,12599,603,187333,2219,167163,2166,102214,1928,0,29,102214,1928,93803,1685,8411,738,64949,1649,20170,734,1921,230,1800,231,121,61,18249,710,5001600US0644,"Congressional District 44 (116th Congress), California"
108991,2419,52362,1631,48280,1606,40007,1333,0,29,40007,1333,38714,1353,1293,231,8273,765,4082,442,1465,289,1262,241,203,175,2617,355,56629,1554,50318,1502,34432,1225,11,16,34421,1222,32747,1185,1674,283,15886,899,6311,560,1135,240,1104,234,31,41,5176,524,5001600US0645,"Congressional District 45 (116th Congress), California"
351525,3340,178624,2439,167505,2379,138771,2215,218,155,138553,2207,131072,2213,7481,696,28734,1250,11119,597,2577,376,2539,367,38,35,8542,528,172901,1938,158379,1881,105234,1873,0,29,105234,1873,99626,1952,5608,602,53145,1713,14522,613,1594,250,1572,253,22,23,12928,609,5001600US0646,"Congressional District 46 (116th Congress), California"
182430,3183,89636,2036,83475,1987,68747,1765,103,74,68644,1776,65060,1803,3584,425,14728,856,6161,477,1517,286,1482,289,35,34,4644,426,92794,1778,84591,1776,54991,1527,20,31,54971,1521,52010,1504,2961,351,29600,1142,8203,530,1183,234,1131,222,52,40,7020,470,5001600US0647,"Congressional District 47 (116th Congress), California"
114063,2826,56670,1914,52197,1761,44128,1631,96,55,44032,1635,42468,1621,1564,296,8069,630,4473,427,1368,246,1342,249,26,27,3105,423,57393,1524,50987,1458,36047,1173,4,5,36043,1173,34315,1099,1728,333,14940,971,6406,518,967,241,920,234,47,62,5439,452,5001600US0648,"Congressional District 48 (116th Congress), California"
142928,3073,71354,2064,65878,1920,56411,1817,5406,652,51005,1642,49089,1600,1916,390,9467,883,5476,472,1624,318,1533,298,91,84,3852,446,71574,1687,64605,1717,44778,1731,477,178,44301,1692,41491,1660,2810,562,19827,1060,6969,583,1160,278,1091,267,69,45,5809,482,5001600US0649,"Congressional District 49 (116th Congress), California"
170283,3543,84834,2237,78995,2121,65947,2030,694,213,65253,2088,62675,1975,2578,447,13048,971,5839,562,1658,301,1607,304,51,39,4181,501,85449,2127,77997,2093,51221,1796,179,85,51042,1803,48035,1707,3007,444,26776,1184,7452,480,1188,237,1154,234,34,27,6264,487,5001600US0650,"Congressional District 50 (116th Congress), California"
