"GEO_ID","NAME","C23002I_001E","C23002I_001M","C23002I_002E","C23002I_002M","C23002I_003E","C23002I_003M","C23002I_004E","C23002I_004M","C23002I_005E","C23002I_005M","C23002I_006E","C23002I_006M","C23002I_007E","C23002I_007M","C23002I_008E","C23002I_008M","C23002I_009E","C23002I_009M","C23002I_010E","C23002I_010M","C23002I_011E","C23002I_011M","C23002I_012E","C23002I_012M","C23002I_013E","C23002I_013M","C23002I_014E","C23002I_014M","C23002I_015E","C23002I_015M","C23002I_016E","C23002I_016M","C23002I_017E","C23002I_017M","C23002I_018E","C23002I_018M","C23002I_019E","C23002I_019M","C23002I_020E","C23002I_020M","C23002I_021E","C23002I_021M","C23002I_022E","C23002I_022M","C23002I_023E","C23002I_023M","C23002I_024E","C23002I_024M","C23002I_025E","C23002I_025M","C23002I_026E","C23002I_026M","C23002I_027E","C23002I_027M"
"5001600US2102","Congressional District 2 (116th Congress), Kentucky","16767","310","9108","352","8734","371","7179","408","478","142","6701","433","6127","374","574","209","1555","295","374","118","100","56","100","56","0","27","274","107","7659","244","7150","245","4439","306","137","90","4302","315","3904","328","398","152","2711","292","509","76","59","39","59","39","0","27","450","72"
"5001600US3503","Congressional District 3 (116th Congress), New Mexico","212810","991","105610","718","89684","713","63691","1155","398","134","63293","1158","57841","1166","5452","788","25993","1046","15926","295","2383","270","2243","270","140","77","13543","384","107200","659","88235","611","56546","1288","120","96","56426","1283","53015","1295","3411","437","31689","1297","18965","250","2199","284","2188","282","11","10","16766","375"
"5001600US3626","Congressional District 26 (116th Congress), New York","31098","586","14798","373","13549","350","9019","413","37","29","8982","409","8267","417","715","164","4530","391","1249","96","198","65","180","61","18","18","1051","96","16300","400","14819","385","8914","528","0","28","8914","528","8325","530","589","151","5905","427","1481","92","64","40","64","40","0","28","1417","93"
"5001600US2613","Congressional District 13 (116th Congress), Michigan","33150","1064","16651","609","15682","556","12024","562","0","23","12024","562","10703","560","1321","241","3658","380","969","172","196","112","188","113","8","13","773","172","16499","639","15180","648","8128","545","0","23","8128","545","7259","527","869","198","7052","556","1319","140","158","77","158","77","0","23","1161","135"
"5001600US4825","Congressional District 25 (116th Congress), Texas","100820","2509","50586","1391","47328","1339","37611","1292","2390","324","35221","1363","33654","1278","1567","411","9717","820","3258","208","855","173","841","171","14","16","2403","252","50234","1436","46341","1376","29441","1332","178","97","29263","1324","27326","1217","1937","323","16900","1005","3893","302","640","158","632","159","8","13","3253","309"
"5001600US2504","Congressional District 4 (116th Congress), Massachusetts","26572","1203","13457","832","12548","814","9237","648","17","26","9220","647","8407","612","813","261","3311","446","909","148","365","120","365","120","0","29","544","129","13115","606","12078","603","8157","543","8","13","8149","543","7310","567","839","240","3921","435","1037","195","155","64","142","61","13","22","882","192"
"5001600US2612","Congressional District 12 (116th Congress), Michigan","29752","1002","14870","591","13800","545","11037","568","9","16","11028","569","10273","554","755","176","2763","319","1070","145","162","66","162","66","0","23","908","137","14882","595","13538","587","9296","529","0","23","9296","529","8796","528","500","171","4242","444","1344","179","104","47","104","47","0","23","1240","183"
"5001600US5110","Congressional District 10 (116th Congress), Virginia","77178","1302","39608","861","37726","860","33391","795","229","76","33162","803","31891","821","1271","235","4335","591","1882","194","602","102","587","104","15","22","1280","204","37570","682","34986","673","26111","722","25","28","26086","725","24849","762","1237","319","8875","604","2584","179","485","155","452","147","33","30","2099","203"
"5001600US4705","Congressional District 5 (116th Congress), Tennessee","46644","227","25523","176","24593","178","21626","382","42","41","21584","386","20971","431","613","195","2967","378","930","35","400","116","381","114","19","39","530","122","21121","139","20112","139","12965","463","12","20","12953","468","12118","457","835","233","7147","450","1009","29","160","88","160","88","0","29","849","91"
"5001600US4901","Congressional District 1 (116th Congress), Utah","62455","771","32165","500","30462","502","25369","539","264","129","25105","519","23940","537","1165","260","5093","444","1703","93","443","121","440","121","3","6","1260","142","30290","474","28237","468","19107","662","24","23","19083","663","18266","615","817","170","9130","670","2053","115","379","117","371","116","8","14","1674","155"
"5001600US1222","Congressional District 22 (116th Congress), Florida","125574","2951","61402","1896","55169","1829","46885","1635","28","31","46857","1634","44739","1544","2118","413","8284","835","6233","676","1747","328","1514","286","233","113","4486","552","64172","1868","54712","1726","39536","1487","0","31","39536","1487","36896","1382","2640","433","15176","872","9460","650","1255","243","1132","237","123","81","8205","659"
"5001600US2501","Congressional District 1 (116th Congress), Massachusetts","91625","600","42620","381","39376","390","25378","845","71","53","25307","839","21947","852","3360","462","13998","739","3244","80","564","144","530","145","34","31","2680","145","49005","398","44237","357","26626","729","12","19","26614","730","23685","742","2929","384","17611","722","4768","140","370","124","370","124","0","29","4398","161"
"5001600US4831","Congressional District 31 (116th Congress), Texas","141265","1124","69557","723","65205","721","55018","895","2885","413","52133","910","49257","902","2876","493","10187","707","4352","42","1096","167","1042","164","54","44","3256","169","71708","607","65900","601","45411","1134","375","154","45036","1145","42473","1202","2563","413","20489","1092","5808","58","658","145","647","144","11","14","5150","155"
"5001600US3412","Congressional District 12 (116th Congress), New Jersey","94456","2056","49093","1401","45926","1395","39935","1488","0","28","39935","1488","38214","1556","1721","329","5991","569","3167","284","933","201","836","195","97","60","2234","275","45363","1301","41340","1262","28276","1004","0","28","28276","1004","25933","991","2343","400","13064","902","4023","421","776","179","621","142","155","94","3247","389"
"5001600US5403","Congressional District 3 (116th Congress), West Virginia","4705","222","2546","251","2381","245","1338","204","0","27","1338","204","1268","199","70","70","1043","196","165","54","21","23","12","18","9","13","144","50","2159","196","1895","206","1268","213","0","27","1268","213","1196","205","72","60","627","203","264","101","64","64","64","64","0","27","200","81"
"5001600US3403","Congressional District 3 (116th Congress), New Jersey","41760","1050","22041","599","20337","594","15722","718","742","174","14980","719","13977","697","1003","327","4615","713","1704","124","440","92","416","96","24","20","1264","170","19719","649","17479","592","12830","599","117","64","12713","591","11800","620","913","220","4649","455","2240","168","434","102","386","94","48","35","1806","181"
"5001600US4804","Congressional District 4 (116th Congress), Texas","67774","1120","36291","766","34353","773","26860","833","32","40","26828","830","25653","844","1175","233","7493","476","1938","192","555","165","503","155","52","60","1383","206","31483","572","29225","478","17241","632","0","31","17241","632","16237","593","1004","221","11984","618","2258","242","365","135","344","133","21","23","1893","279"
"5001600US1207","Congressional District 7 (116th Congress), Florida","147805","2838","70079","1828","63119","1769","49529","1715","308","221","49221","1761","45567","1644","3654","592","13590","1000","6960","489","1479","304","1396","297","83","66","5481","423","77726","1604","67627","1429","45663","1646","15","18","45648","1650","42721","1635","2927","553","21964","1255","10099","572","1106","241","1086","237","20","26","8993","561"
"5001600US1303","Congressional District 3 (116th Congress), Georgia","28022","915","14606","509","13843","499","11243","532","238","128","11005","531","10629","525","376","143","2600","410","763","140","185","92","185","92","0","31","578","113","13416","557","12161","602","7531","567","36","44","7495","572","6760","592","735","225","4630","533","1255","178","104","61","104","61","0","31","1151","181"
"5001600US1221","Congressional District 21 (116th Congress), Florida","138760","2056","69246","1309","61251","1269","53079","1263","24","31","53055","1255","49901","1295","3154","503","8172","737","7995","417","1894","338","1843","337","51","40","6101","480","69514","1172","58773","1051","41330","1126","14","25","41316","1131","37579","1107","3737","469","17443","912","10741","525","1590","269","1576","268","14","16","9151","546"
"5001600US4502","Congressional District 2 (116th Congress), South Carolina","27185","616","14993","400","14331","389","12197","501","1484","309","10713","511","10111","525","602","209","2134","418","662","99","151","79","151","79","0","29","511","119","12192","348","11304","326","6514","393","545","155","5969","395","5567","404","402","134","4790","398","888","93","61","51","61","51","0","29","827","101"
"5001600US4803","Congressional District 3 (116th Congress), Texas","87138","1266","43361","843","40995","841","35250","854","33","33","35217","853","34418","874","799","215","5745","607","2366","61","791","140","750","150","41","51","1575","145","43777","637","40769","562","27124","716","13","19","27111","714","25965","681","1146","308","13645","765","3008","208","688","160","688","160","0","31","2320","243"
"5001600US2301","Congressional District 1 (116th Congress), Maine","8781","158","4434","177","4091","176","3306","215","168","108","3138","238","3023","263","115","101","785","187","343","67","132","64","95","56","37","40","211","76","4347","145","3838","170","3055","255","0","23","3055","255","2962","268","93","66","783","208","509","79","99","66","99","66","0","23","410","80"
"5001600US0404","Congressional District 4 (116th Congress), Arizona","107138","2135","58327","1361","52656","1343","35932","1372","820","213","35112","1336","32193","1333","2919","541","16724","1026","5671","315","945","224","902","214","43","50","4726","333","48811","1228","42060","1181","26425","965","88","46","26337","957","24131","944","2206","365","15635","1058","6751","382","709","176","694","173","15","18","6042","427"
"5001600US1715","Congressional District 15 (116th Congress), Illinois","13389","487","7672","338","7084","334","4219","362","6","12","4213","361","3915","381","298","126","2865","278","588","141","103","64","101","63","2","4","485","132","5717","357","5095","352","3376","317","12","19","3364","320","3177","318","187","92","1719","242","622","157","79","75","79","75","0","26","543","160"
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","15872","297","9146","381","8527","380","6440","305","104","89","6336","313","5993","347","343","131","2087","302","619","132","217","99","199","98","18","22","402","107","6726","288","6196","287","3445","304","1","4","3444","304","3104","324","340","126","2751","296","530","114","74","52","54","41","20","31","456","110"
"5001600US1718","Congressional District 18 (116th Congress), Illinois","13655","599","7462","416","7119","412","5116","366","37","46","5079","372","4640","378","439","151","2003","276","343","87","49","32","49","32","0","26","294","86","6193","405","5761","384","3947","318","0","26","3947","318","3646","338","301","97","1814","237","432","113","54","37","39","31","15","19","378","111"
"5001600US0642","Congressional District 42 (116th Congress), California","216365","2759","106384","1917","97938","1835","78956","1596","579","170","78377","1593","72593","1541","5784","632","18982","1002","8446","600","1361","220","1287","214","74","48","7085","591","109981","1835","99259","1727","60871","1907","83","70","60788","1915","55456","1855","5332","635","38388","1478","10722","662","919","223","796","184","123","130","9803","633"
"5001600US2906","Congressional District 6 (116th Congress), Missouri","20571","657","11013","349","10264","347","8414","395","59","63","8355","389","7973","405","382","125","1850","274","749","143","145","85","145","85","0","26","604","154","9558","489","8486","447","6178","429","0","26","6178","429","5876","422","302","101","2308","345","1072","146","223","91","223","91","0","26","849","137"
"5001600US1714","Congressional District 14 (116th Congress), Illinois","61019","1847","31068","1121","29168","1111","25387","1109","15","25","25372","1110","23809","1114","1563","329","3781","456","1900","276","444","175","424","168","20","31","1456","252","29951","1074","27687","1054","20076","913","0","26","20076","913","18921","894","1155","264","7611","731","2264","301","215","94","201","95","14","21","2049","283"
"5001600US3705","Congressional District 5 (116th Congress), North Carolina","44487","300","23448","233","22521","245","18386","422","70","63","18316","432","17540","454","776","184","4135","423","927","126","268","121","268","121","0","29","659","131","21039","294","20035","287","11367","581","0","29","11367","581","10439","575","928","229","8668","656","1004","97","171","69","162","69","9","14","833","118"
"5001600US2403","Congressional District 3 (116th Congress), Maryland","47296","1912","24828","1232","23665","1225","20715","1067","697","179","20018","1069","19191","1077","827","273","2950","489","1163","237","271","128","271","128","0","28","892","221","22468","927","20748","875","15270","815","179","90","15091","804","14071","797","1020","264","5478","567","1720","229","219","96","219","96","0","28","1501","232"
"5001600US3302","Congressional District 2 (116th Congress), New Hampshire","17689","844","9116","596","8553","585","6728","542","55","78","6673","535","6122","507","551","205","1825","319","563","111","66","46","66","46","0","27","497","118","8573","512","7971","466","5841","412","0","27","5841","412","5647","406","194","92","2130","299","602","138","119","85","116","84","3","5","483","126"
"5001600US0619","Congressional District 19 (116th Congress), California","220484","2951","111548","1857","102735","1790","85193","1537","58","56","85135","1528","80174","1555","4961","544","17542","802","8813","341","1912","221","1794","206","118","87","6901","327","108936","1558","97092","1405","67878","1473","0","29","67878","1473","63224","1455","4654","582","29214","1188","11844","427","1730","252","1701","256","29","37","10114","448"
"5001600US2206","Congressional District 6 (116th Congress), Louisiana","24464","813","13254","573","12032","562","10342","642","104","78","10238","634","9929","609","309","132","1690","371","1222","195","351","134","343","132","8","16","871","187","11210","433","10084","440","6586","435","12","22","6574","439","6251","446","323","138","3498","349","1126","135","91","49","91","49","0","29","1035","146"
"5001600US2608","Congressional District 8 (116th Congress), Michigan","26367","658","13122","350","12122","330","9806","399","62","59","9744","394","9065","406","679","183","2316","258","1000","83","164","73","164","73","0","23","836","95","13245","424","12082","394","8421","413","13","21","8408","414","7707","355","701","207","3661","323","1163","98","79","52","79","52","0","23","1084","107"
"5001600US3625","Congressional District 25 (116th Congress), New York","43236","568","20554","525","18853","525","13483","524","15","25","13468","524","11884","543","1584","266","5370","386","1701","5","219","90","171","76","48","46","1482","90","22682","174","20490","170","13573","449","0","28","13573","449","12147","512","1426","254","6917","455","2192","41","127","60","124","60","3","5","2065","74"
"5001600US1502","Congressional District 2 (116th Congress), Hawaii","54661","1023","28019","695","25893","685","20272","688","2921","333","17351","667","15886","661","1465","316","5621","486","2126","119","370","120","303","99","67","67","1756","165","26642","583","24245","558","16012","771","339","97","15673","778","14496","734","1177","266","8233","620","2397","111","364","124","350","122","14","17","2033","158"
"5001600US2407","Congressional District 7 (116th Congress), Maryland","19970","1213","10329","806","9461","807","7632","723","24","23","7608","723","7361","706","247","112","1829","283","868","134","315","112","274","102","41","66","553","126","9641","682","8704","653","6297","529","24","29","6273","532","5671","543","602","194","2407","381","937","171","141","82","101","55","40","46","796","183"
"5001600US5103","Congressional District 3 (116th Congress), Virginia","32303","848","17096","633","16512","618","14231","564","2511","417","11720","669","11453","649","267","113","2281","346","584","105","141","82","128","78","13","20","443","103","15207","458","14196","419","9920","573","739","209","9181","539","8378","521","803","219","4276","466","1011","126","86","49","74","42","12","18","925","128"
"5001600US0409","Congressional District 9 (116th Congress), Arizona","151281","3410","77359","2228","72772","2222","60977","2008","7","13","60970","2007","58013","1866","2957","470","11795","894","4587","429","1250","250","1217","244","33","43","3337","365","73922","2080","67650","2113","46265","1680","12","16","46253","1679","43689","1574","2564","424","21385","1189","6272","459","1065","175","1041","172","24","24","5207","435"
"5001600US3101","Congressional District 1 (116th Congress), Nebraska","37203","431","19868","330","19020","313","15942","418","298","115","15644","414","14806","446","838","216","3078","356","848","103","260","99","260","99","0","22","588","118","17335","247","16420","250","12157","382","66","47","12091","383","11043","383","1048","227","4263","373","915","87","259","61","259","61","0","22","656","96"
"5001600US4701","Congressional District 1 (116th Congress), Tennessee","16923","246","9236","265","8770","267","6983","390","62","90","6921","394","6358","402","563","240","1787","326","466","125","222","118","207","111","15","23","244","89","7687","206","7013","266","4313","321","0","29","4313","321","3855","342","458","159","2700","299","674","149","172","110","172","110","0","29","502","136"
"5001600US1708","Congressional District 8 (116th Congress), Illinois","139446","2749","72593","2130","69087","2044","60992","1863","33","43","60959","1870","57724","1844","3235","497","8095","757","3506","427","1097","250","1020","240","77","67","2409","361","66853","1476","62792","1454","44868","1539","0","26","44868","1539","42376","1492","2492","418","17924","966","4061","379","530","160","514","159","16","25","3531","386"
"5001600US1809","Congressional District 9 (116th Congress), Indiana","16475","258","8687","222","8448","229","7187","297","49","80","7138","305","6807","332","331","163","1261","220","239","80","44","31","44","31","0","27","195","85","7788","211","7287","238","4713","369","0","27","4713","369","4414","354","299","134","2574","315","501","149","132","72","117","73","15","17","369","145"
"5001600US3702","Congressional District 2 (116th Congress), North Carolina","50777","1505","25981","1029","24679","1011","21341","991","501","143","20840","1017","20082","997","758","223","3338","440","1302","180","450","172","441","170","9","14","852","154","24796","795","23276","761","14369","748","47","33","14322","740","13132","715","1190","285","8907","689","1520","199","90","73","90","73","0","29","1430","205"
"5001600US4709","Congressional District 9 (116th Congress), Tennessee","30768","751","17262","477","16929","441","14939","473","99","56","14840","478","14388","468","452","175","1990","296","333","130","136","86","136","86","0","29","197","87","13506","382","12806","380","6909","453","8","12","6901","453","6548","464","353","125","5897","527","700","83","21","23","21","23","0","29","679","88"
"5001600US1808","Congressional District 8 (116th Congress), Indiana","11365","199","6426","214","6033","197","4412","341","0","27","4412","341","4216","324","196","91","1621","290","393","114","59","42","59","42","0","27","334","108","4939","196","4587","203","2750","229","37","64","2713","226","2556","229","157","83","1837","259","352","96","72","52","72","52","0","27","280","75"
"5001600US2610","Congressional District 10 (116th Congress), Michigan","16185","568","8119","393","7388","393","6035","412","32","39","6003","410","5482","412","521","131","1353","185","731","66","125","45","120","45","5","8","606","68","8066","343","7259","339","4931","352","0","23","4931","352","4432","345","499","138","2328","233","807","114","82","44","65","41","17","21","725","119"
"5001600US0102","Congressional District 2 (116th Congress), Alabama","15362","298","8376","211","7955","199","6228","218","447","134","5781","257","5523","264","258","83","1727","215","421","102","212","96","212","96","0","28","209","68","6986","214","6495","215","3665","281","98","74","3567","285","3227","270","340","125","2830","317","491","87","80","44","65","38","15","25","411","81"
"5001600US0407","Congressional District 7 (116th Congress), Arizona","349214","3768","173742","2432","162588","2346","126593","2236","80","50","126513","2238","118776","2158","7737","651","35995","1555","11154","510","2222","334","2131","334","91","56","8932","540","175472","2391","162432","2303","94774","2118","54","44","94720","2111","86606","2012","8114","727","67658","1681","13040","663","1565","300","1460","291","105","69","11475","564"
"5001600US4828","Congressional District 28 (116th Congress), Texas","406510","2864","194054","1793","172306","1759","126502","1877","236","123","126266","1883","117035","1974","9231","826","45804","1613","21748","475","4444","390","4270","388","174","78","17304","594","212456","1881","183198","1815","108141","2043","76","57","108065","2040","99779","2127","8286","805","75057","1599","29258","656","3637","426","3508","408","129","87","25621","667"
"5001600US3902","Congressional District 2 (116th Congress), Ohio","9680","619","5079","468","4729","471","4132","470","11","15","4121","468","3877","460","244","135","597","184","350","92","156","69","136","69","20","24","194","67","4601","324","4262","311","3175","292","4","6","3171","292","2996","305","175","104","1087","235","339","76","13","15","13","15","0","27","326","78"
"5001600US0648","Congressional District 48 (116th Congress), California","115328","2643","57747","1823","53317","1785","45343","1640","88","65","45255","1637","43489","1570","1766","364","7974","697","4430","417","1259","233","1234","228","25","32","3171","368","57581","1499","51394","1430","35909","1280","4","5","35905","1280","34159","1229","1746","266","15485","809","6187","435","939","202","883","197","56","52","5248","419"
"5001600US4211","Congressional District 11 (116th Congress), Pennsylvania","41231","597","20454","407","18874","398","14958","471","22","36","14936","469","13923","518","1013","294","3916","487","1580","66","243","117","230","115","13","20","1337","121","20777","341","19109","327","13617","473","0","24","13617","473","12281","524","1336","268","5492","443","1668","61","180","83","160","68","20","36","1488","110"
"5001600US2603","Congressional District 3 (116th Congress), Michigan","34850","867","18099","565","17113","564","13664","556","9","20","13655","555","12606","541","1049","237","3449","314","986","105","294","84","294","84","0","23","692","98","16751","544","15646","540","10709","573","0","23","10709","573","9940","565","769","169","4937","435","1105","169","230","100","219","100","11","17","875","152"
"5001600US0636","Congressional District 36 (116th Congress), California","262143","2599","130283","1924","117549","1886","90434","1778","151","90","90283","1783","81940","1829","8343","693","27115","1173","12734","635","2151","296","2036","283","115","70","10583","670","131860","1719","117340","1633","73152","1579","10","16","73142","1577","64355","1471","8787","862","44188","1421","14520","649","1449","216","1417","207","32","31","13071","673"
"5001600US0602","Congressional District 2 (116th Congress), California","89385","1202","47318","892","43570","897","33695","995","300","177","33395","984","31271","938","2124","432","9875","604","3748","183","1172","214","1126","201","46","61","2576","241","42067","750","37988","725","26199","880","15","23","26184","883","24022","846","2162","345","11789","714","4079","268","794","184","778","186","16","21","3285","299"
"5001600US1314","Congressional District 14 (116th Congress), Georgia","54355","335","28650","345","27507","362","23516","596","18","32","23498","592","22587","594","911","274","3991","526","1143","227","359","155","359","155","0","31","784","204","25705","351","24236","328","15395","728","10","18","15385","726","14231","850","1154","331","8841","752","1469","267","175","94","175","94","0","31","1294","247"
"5001600US0650","Congressional District 50 (116th Congress), California","170577","3185","84552","1878","78825","1725","65849","1549","562","192","65287","1576","62154","1591","3133","418","12976","849","5727","547","1564","295","1501","297","63","40","4163","528","86025","2075","78680","1988","51135","1820","138","79","50997","1811","47291","1725","3706","628","27545","1306","7345","560","1123","250","1099","249","24","23","6222","581"
"5001600US3901","Congressional District 1 (116th Congress), Ohio","14474","579","7300","455","6989","446","5639","410","0","27","5639","410","5391","406","248","115","1350","222","311","78","66","42","53","38","13","20","245","71","7174","300","6693","293","4367","345","11","18","4356","344","4120","334","236","111","2326","374","481","71","96","48","96","48","0","27","385","68"
"5001600US5507","Congressional District 7 (116th Congress), Wisconsin","10037","241","5234","192","4956","196","3907","196","5","5","3902","196","3617","210","285","90","1049","185","278","73","99","52","96","52","3","4","179","51","4803","155","4482","173","2855","220","5","6","2850","220","2616","219","234","76","1627","234","321","81","22","12","22","12","0","20","299","83"
"5001600US0601","Congressional District 1 (116th Congress), California","69009","677","37487","499","34148","502","21454","600","31","42","21423","606","19531","609","1892","334","12694","609","3339","103","558","164","479","151","79","63","2781","173","31522","488","28134","474","17533","567","13","18","17520","565","15725","582","1795","280","10601","574","3388","82","392","109","364","105","28","35","2996","129"
"5001600US4101","Congressional District 1 (116th Congress), Oregon","82580","555","42453","404","40416","390","34948","583","75","54","34873","588","33169","675","1704","352","5468","474","2037","96","477","136","462","131","15","22","1560","149","40127","314","37730","300","26005","750","57","84","25948","746","24179","725","1769","371","11725","754","2397","92","364","145","364","145","0","28","2033","180"
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","74391","398","38505","280","36817","310","30987","465","36","45","30951","468","29779","543","1172","292","5830","484","1688","158","460","156","421","141","39","51","1228","199","35886","321","34211","310","21778","821","0","28","21778","821","20967","834","811","189","12433","795","1675","132","181","98","167","94","14","21","1494","167"
"5001600US0637","Congressional District 37 (116th Congress), California","214160","3250","106858","2414","99013","2272","81927","2164","34","56","81893","2163","77357","2056","4536","593","17086","959","7845","550","1719","287","1698","289","21","21","6126","470","107302","1732","95835","1684","60652","1599","3","5","60649","1600","56670","1606","3979","411","35183","1360","11467","613","1614","239","1598","238","16","16","9853","564"
"5001600US3610","Congressional District 10 (116th Congress), New York","75403","2826","38397","1786","33998","1691","27662","1517","0","28","27662","1517","25910","1465","1752","423","6336","672","4399","551","912","262","847","243","65","61","3487","524","37006","1857","29715","1522","19751","1170","0","28","19751","1170","18146","1145","1605","352","9964","892","7291","926","959","370","750","314","209","180","6332","776"
"5001600US0806","Congressional District 6 (116th Congress), Colorado","110434","1344","55391","1091","52228","1080","44900","1111","213","88","44687","1136","42526","1189","2161","393","7328","648","3163","209","848","178","833","176","15","19","2315","254","55043","888","51209","869","35666","917","34","23","35632","911","33747","968","1885","294","15543","696","3834","270","601","125","579","122","22","25","3233","273"
"5001600US4507","Congressional District 7 (116th Congress), South Carolina","20053","222","11145","176","10447","187","8651","273","25","29","8626","284","8290","292","336","120","1796","304","698","71","182","94","182","94","0","29","516","109","8908","194","8086","190","4535","346","0","29","4535","346","3995","345","540","178","3551","417","822","69","66","50","66","50","0","29","756","63"
"5001600US2704","Congressional District 4 (116th Congress), Minnesota","31623","415","16286","305","15380","307","12871","362","26","23","12845","366","12016","356","829","186","2509","294","906","25","124","57","113","61","11","18","782","62","15337","238","14293","230","10709","419","0","20","10709","419","9792","475","917","239","3584","424","1044","79","81","50","64","43","17","29","963","86"
"5001600US2203","Congressional District 3 (116th Congress), Louisiana","21515","176","11975","178","11067","237","9458","289","55","64","9403","297","8825","374","578","228","1609","247","908","196","269","142","269","142","0","29","639","169","9540","132","8645","159","4526","463","0","29","4526","463","4129","462","397","182","4119","467","895","106","211","88","203","87","8","13","684","131"
"5001600US2804","Congressional District 4 (116th Congress), Mississippi","21949","188","12153","240","11402","230","9286","410","617","177","8669","416","8321","430","348","134","2116","401","751","180","209","97","209","97","0","30","542","177","9796","229","8982","260","5502","382","199","100","5303","388","4630","406","673","220","3480","421","814","153","83","57","83","57","0","30","731","154"
"5001600US1304","Congressional District 4 (116th Congress), Georgia","45245","1894","23439","1191","22528","1149","19328","1091","45","41","19283","1087","18608","1080","675","200","3200","510","911","226","355","167","355","167","0","31","556","169","21806","1071","20639","1067","12979","835","0","31","12979","835","11918","844","1061","300","7660","626","1167","197","120","76","120","76","0","31","1047","184"
"5001600US3711","Congressional District 11 (116th Congress), North Carolina","29777","601","15958","456","14817","444","12566","437","0","29","12566","437","12048","496","518","233","2251","332","1141","183","263","127","250","121","13","23","878","168","13819","418","12673","424","8082","551","0","29","8082","551","7527","554","555","170","4591","523","1146","194","270","109","270","109","0","29","876","182"
"5001600US4204","Congressional District 4 (116th Congress), Pennsylvania","23715","578","12342","388","11598","376","9718","384","60","63","9658","394","9024","450","634","191","1880","227","744","39","224","62","187","59","37","31","520","70","11373","275","10435","269","7206","334","0","24","7206","334","6494","374","712","209","3229","337","938","47","163","70","163","70","0","24","775","73"
"5001600US4811","Congressional District 11 (116th Congress), Texas","204122","627","105769","499","97076","538","79401","992","377","135","79024","1016","75540","1074","3484","529","17675","957","8693","185","2159","318","2152","316","7","12","6534","297","98353","500","88070","529","55449","1353","128","98","55321","1352","51888","1324","3433","550","32621","1329","10283","204","1318","285","1260","283","58","51","8965","319"
"5001600US0803","Congressional District 3 (116th Congress), Colorado","131423","640","66103","490","58307","465","45009","788","20","25","44989","792","40667","949","4322","507","13298","703","7796","151","1119","206","1055","202","64","51","6677","231","65320","426","56048","436","36910","950","19","26","36891","947","33740","1014","3151","420","19138","898","9272","128","1068","212","1044","216","24","25","8204","229"
"5001600US0904","Congressional District 4 (116th Congress), Connecticut","106029","1149","52387","850","48326","830","41072","988","18","19","41054","989","37210","1045","3844","464","7254","601","4061","193","982","202","890","182","92","108","3079","235","53642","761","48041","730","33715","1080","6","12","33709","1079","29484","1066","4225","515","14326","841","5601","187","1096","227","1025","232","71","66","4505","236"
"5001600US4105","Congressional District 5 (116th Congress), Oregon","89554","547","46930","392","44383","388","36179","682","25","28","36154","686","33551","789","2603","501","8204","703","2547","81","536","168","496","167","40","37","2011","160","42624","396","39991","395","27395","766","0","28","27395","766","25060","719","2335","469","12596","711","2633","98","363","123","346","124","17","27","2270","136"
"5001600US3407","Congressional District 7 (116th Congress), New Jersey","65700","1490","33196","1078","31067","1072","26412","1022","103","77","26309","1032","25239","999","1070","294","4655","563","2129","286","626","174","586","169","40","46","1503","220","32504","812","29204","828","21711","849","0","28","21711","849","20339","776","1372","201","7493","593","3300","280","666","187","666","187","0","28","2634","299"
"5001600US1213","Congressional District 13 (116th Congress), Florida","53103","1219","26662","719","23914","672","19686","717","80","60","19606","720","18531","717","1075","264","4228","584","2748","203","543","126","517","122","26","33","2205","210","26441","692","22847","665","16149","836","81","64","16068","822","14777","823","1291","278","6698","665","3594","272","483","104","466","101","17","20","3111","271"
"5001600US2508","Congressional District 8 (116th Congress), Massachusetts","32477","1370","16058","902","14910","886","11499","882","0","29","11499","882","10618","863","881","204","3411","509","1148","203","365","106","347","108","18","29","783","183","16419","770","14508","724","10429","589","12","18","10417","587","9451","583","966","241","4079","419","1911","229","266","110","240","106","26","30","1645","235"
"5001600US4824","Congressional District 24 (116th Congress), Texas","136866","2903","67414","1879","63713","1884","56872","1719","19","29","56853","1718","55248","1682","1605","332","6841","672","3701","420","1156","211","1128","207","28","31","2545","407","69452","1833","65004","1871","46355","1586","0","31","46355","1586","44283","1565","2072","294","18649","924","4448","528","943","198","918","201","25","31","3505","484"
"5001600US1901","Congressional District 1 (116th Congress), Iowa","19745","146","10364","190","9841","218","8394","265","16","18","8378","269","7685","320","693","216","1447","205","523","108","235","85","172","64","63","51","288","100","9381","160","8782","182","6167","280","0","22","6167","280","5710","297","457","126","2615","303","599","97","61","49","52","50","9","9","538","109"
"5001600US5502","Congressional District 2 (116th Congress), Wisconsin","31243","477","16446","303","15826","284","13227","327","9","15","13218","329","12386","368","832","241","2599","305","620","67","125","99","125","99","0","20","495","95","14797","276","13982","266","9963","449","0","20","9963","449","9269","441","694","173","4019","424","815","55","136","70","136","70","0","20","679","79"
"5001600US0612","Congressional District 12 (116th Congress), California","90858","1184","49006","755","44902","741","37872","871","0","29","37872","871","36071","894","1801","263","7030","629","4104","131","982","197","941","187","41","46","3122","218","41852","726","36228","647","26686","780","8","12","26678","779","25319","794","1359","262","9542","714","5624","249","1137","236","1112","237","25","30","4487","283"
