C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,GEO_ID,NAME
455187,3467,227054,2281,186785,2113,155754,2220,484,132,155270,2183,149137,2086,6133,571,31031,1405,40269,843,8486,527,8225,525,261,110,31783,985,228133,1844,182097,1641,129065,1827,111,59,128954,1826,123429,1877,5525,588,53032,1325,46036,917,6557,454,6411,441,146,92,39479,881,5001600US5308,"Congressional District 8 (116th Congress), Washington"
318718,2775,160695,1911,132734,1872,111389,1730,212,82,111177,1726,106409,1708,4768,478,21345,891,27961,731,6906,450,6768,450,138,76,21055,647,158023,1582,121925,1567,91278,1606,78,70,91200,1595,87122,1557,4078,464,30647,1051,36098,779,5314,402,5232,404,82,51,30784,799,5001600US5309,"Congressional District 9 (116th Congress), Washington"
442509,2961,218332,1928,178166,2055,144500,2011,11787,869,132713,2032,124452,1962,8261,749,33666,1350,40166,590,7475,565,7221,548,254,118,32691,723,224177,1833,174020,1630,120852,1794,1130,226,119722,1780,113139,1631,6583,623,53168,1339,50157,780,6490,447,6291,432,199,91,43667,793,5001600US5310,"Congressional District 10 (116th Congress), Washington"
479430,741,235411,584,184444,572,133603,1318,252,119,133351,1296,124242,1474,9109,736,50841,1320,50967,88,8413,462,8174,441,239,125,42554,503,244019,466,181657,445,117957,1507,19,30,117938,1506,111770,1574,6168,554,63700,1501,62362,95,8133,537,7933,526,200,81,54229,550,5001600US5401,"Congressional District 1 (116th Congress), West Virginia"
467274,809,227897,548,176872,533,130834,1373,682,207,130152,1356,121547,1537,8605,761,46038,1437,51025,82,8725,512,8410,502,315,102,42300,520,239377,539,178851,533,115968,1656,77,63,115891,1658,109538,1729,6353,601,62883,1687,60526,108,7501,542,7364,536,137,73,53025,536,5001600US5402,"Congressional District 2 (116th Congress), West Virginia"
450263,665,217931,479,166385,481,105434,1249,131,68,105303,1246,95866,1293,9437,813,60951,1173,51546,87,6531,499,6339,495,192,106,45015,501,232332,465,170177,431,93443,1459,15,22,93428,1461,87137,1634,6291,626,76734,1550,62155,119,6389,446,6247,428,142,94,55766,454,5001600US5403,"Congressional District 3 (116th Congress), West Virginia"
510997,1835,251387,1360,201429,1242,167980,1553,426,151,167554,1602,159920,1634,7634,625,33449,1059,49958,546,9493,512,9303,506,190,70,40465,725,259610,1279,199429,1257,153920,1382,147,97,153773,1389,148207,1391,5566,532,45509,1221,60181,608,8216,466,7979,451,237,80,51965,613,5001600US5501,"Congressional District 1 (116th Congress), Wisconsin"
540641,1107,265535,685,218033,680,186173,1162,531,168,185642,1198,180638,1145,5004,501,31860,1084,47502,228,11630,471,11399,483,231,78,35872,496,275106,775,217447,776,175523,1262,116,67,175407,1259,171317,1230,4090,415,41924,1158,57659,298,9293,474,9081,472,212,104,48366,523,5001600US5502,"Congressional District 2 (116th Congress), Wisconsin"
553524,821,275711,609,219177,552,176325,1217,486,150,175839,1220,168751,1256,7088,559,42852,1204,56534,238,11628,433,11375,443,253,64,44906,470,277813,501,212183,491,163628,1067,109,48,163519,1066,159247,1124,4272,348,48555,1100,65630,233,8604,421,8447,407,157,47,57026,436,5001600US5503,"Congressional District 3 (116th Congress), Wisconsin"
304232,2007,147998,1449,122712,1305,98495,1316,84,45,98411,1318,94569,1290,3842,427,24217,955,25286,476,5152,385,4985,385,167,66,20134,489,156234,1267,123198,1104,93390,1188,20,17,93370,1188,90486,1136,2884,308,29808,1163,33036,562,4449,373,4329,378,120,68,28587,630,5001600US5504,"Congressional District 4 (116th Congress), Wisconsin"
543811,1737,264920,1204,211223,1125,182273,1386,183,92,182090,1397,176080,1416,6010,523,28950,1165,53697,479,11703,479,11388,472,315,86,41994,605,278891,1118,209556,1120,166721,1469,19,25,166702,1470,162443,1517,4259,374,42835,1156,69335,600,9443,553,9321,538,122,54,59892,760,5001600US5505,"Congressional District 5 (116th Congress), Wisconsin"
543059,882,269769,620,212735,614,176461,1051,170,77,176291,1053,171139,1128,5152,378,36274,989,57034,197,11678,375,11524,366,154,55,45356,414,273290,617,204290,572,158455,1008,80,56,158375,1005,153506,1055,4869,415,45835,1000,69000,224,8776,370,8592,365,184,62,60224,409,5001600US5506,"Congressional District 6 (116th Congress), Wisconsin"
541312,701,270888,529,205121,482,169756,960,161,52,169595,969,163965,1061,5630,401,35365,925,65767,213,12136,443,11831,431,305,73,53631,478,270424,437,197976,448,152044,988,40,27,152004,986,147876,999,4128,296,45932,927,72448,243,9134,373,8966,378,168,47,63314,392,5001600US5507,"Congressional District 7 (116th Congress), Wisconsin"
534578,900,264954,577,210457,560,179035,1103,176,117,178859,1104,173862,1090,4997,370,31422,1021,54497,157,10203,453,9939,437,264,88,44294,468,269624,487,206179,470,163488,1001,7,7,163481,1003,159452,1096,4029,359,42691,972,63445,151,7800,375,7686,374,114,52,55645,391,5001600US5508,"Congressional District 8 (116th Congress), Wisconsin"
424337,1014,215578,697,173452,669,143424,1189,2008,239,141416,1223,134922,1226,6494,603,30028,1210,42126,188,10698,658,10268,661,430,123,31428,645,208759,652,162833,613,119698,1152,360,129,119338,1166,114905,1263,4433,462,43135,1159,45926,168,7493,508,7229,510,264,117,38433,509,5001600US5600,"Congressional District (at Large) (116th Congress), Wyoming"
1823962,8069,840646,4728,644935,4637,394676,4127,1111,270,393565,4124,333099,4066,60466,2348,250259,3715,195711,1882,18948,907,18098,936,850,209,176763,2021,983316,4697,719879,4213,365497,4346,235,115,365262,4354,310417,4373,54845,1765,354382,4154,263437,1753,12611,698,11842,676,769,192,250826,1843,5001600US7298,"Resident Commissioner District (at Large) (116th Congress), Puerto Rico"
