"GEO_ID","NAME","B23006_001E","B23006_001M","B23006_002E","B23006_002M","B23006_003E","B23006_003M","B23006_004E","B23006_004M","B23006_005E","B23006_005M","B23006_006E","B23006_006M","B23006_007E","B23006_007M","B23006_008E","B23006_008M","B23006_009E","B23006_009M","B23006_010E","B23006_010M","B23006_011E","B23006_011M","B23006_012E","B23006_012M","B23006_013E","B23006_013M","B23006_014E","B23006_014M","B23006_015E","B23006_015M","B23006_016E","B23006_016M","B23006_017E","B23006_017M","B23006_018E","B23006_018M","B23006_019E","B23006_019M","B23006_020E","B23006_020M","B23006_021E","B23006_021M","B23006_022E","B23006_022M","B23006_023E","B23006_023M","B23006_024E","B23006_024M","B23006_025E","B23006_025M","B23006_026E","B23006_026M","B23006_027E","B23006_027M","B23006_028E","B23006_028M","B23006_029E","B23006_029M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than high school graduate","Margin of Error!!Total!!Less than high school graduate","Estimate!!Total!!Less than high school graduate!!In labor force","Margin of Error!!Total!!Less than high school graduate!!In labor force","Estimate!!Total!!Less than high school graduate!!In labor force!!In Armed Forces","Margin of Error!!Total!!Less than high school graduate!!In labor force!!In Armed Forces","Estimate!!Total!!Less than high school graduate!!In labor force!!Civilian","Margin of Error!!Total!!Less than high school graduate!!In labor force!!Civilian","Estimate!!Total!!Less than high school graduate!!In labor force!!Civilian!!Employed","Margin of Error!!Total!!Less than high school graduate!!In labor force!!Civilian!!Employed","Estimate!!Total!!Less than high school graduate!!In labor force!!Civilian!!Unemployed","Margin of Error!!Total!!Less than high school graduate!!In labor force!!Civilian!!Unemployed","Estimate!!Total!!Less than high school graduate!!Not in labor force","Margin of Error!!Total!!Less than high school graduate!!Not in labor force","Estimate!!Total!!High school graduate (includes equivalency)","Margin of Error!!Total!!High school graduate (includes equivalency)","Estimate!!Total!!High school graduate (includes equivalency)!!In labor force","Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force","Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!In Armed Forces","Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!In Armed Forces","Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian","Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian","Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Employed","Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Employed","Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Unemployed","Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Unemployed","Estimate!!Total!!High school graduate (includes equivalency)!!Not in labor force","Margin of Error!!Total!!High school graduate (includes equivalency)!!Not in labor force","Estimate!!Total!!Some college or associate's degree","Margin of Error!!Total!!Some college or associate's degree","Estimate!!Total!!Some college or associate's degree!!In labor force","Margin of Error!!Total!!Some college or associate's degree!!In labor force","Estimate!!Total!!Some college or associate's degree!!In labor force!!In Armed Forces","Margin of Error!!Total!!Some college or associate's degree!!In labor force!!In Armed Forces","Estimate!!Total!!Some college or associate's degree!!In labor force!!Civilian","Margin of Error!!Total!!Some college or associate's degree!!In labor force!!Civilian","Estimate!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Employed","Margin of Error!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Employed","Estimate!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Unemployed","Margin of Error!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Unemployed","Estimate!!Total!!Some college or associate's degree!!Not in labor force","Margin of Error!!Total!!Some college or associate's degree!!Not in labor force","Estimate!!Total!!Bachelor's degree or higher","Margin of Error!!Total!!Bachelor's degree or higher","Estimate!!Total!!Bachelor's degree or higher!!In labor force","Margin of Error!!Total!!Bachelor's degree or higher!!In labor force","Estimate!!Total!!Bachelor's degree or higher!!In labor force!!In Armed Forces","Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!In Armed Forces","Estimate!!Total!!Bachelor's degree or higher!!In labor force!!Civilian","Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!Civilian","Estimate!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Employed","Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Employed","Estimate!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Unemployed","Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Unemployed","Estimate!!Total!!Bachelor's degree or higher!!Not in labor force","Margin of Error!!Total!!Bachelor's degree or higher!!Not in labor force"
"5001600US2701","Congressional District 1 (116th Congress), Minnesota","335286","555","23233","918","15640","736","0","20","15640","736","14363","679","1277","295","7593","491","88933","1331","71899","1265","23","24","71876","1270","69066","1218","2810","381","17034","689","121392","1516","105314","1536","55","31","105259","1542","102535","1509","2724","443","16078","556","101728","1561","91368","1487","27","25","91341","1481","90211","1453","1130","168","10360","548"
"5001600US2702","Congressional District 2 (116th Congress), Minnesota","372751","561","16858","940","12272","766","0","20","12272","766","11463","746","809","209","4586","446","75220","1765","61752","1692","33","32","61719","1695","59289","1587","2430","335","13468","624","127561","1645","111228","1587","204","127","111024","1575","108082","1573","2942","413","16333","799","153112","1927","138763","1876","147","61","138616","1878","136078","1898","2538","309","14349","701"
"5001600US2703","Congressional District 3 (116th Congress), Minnesota","390007","1319","15932","931","10844","891","0","20","10844","891","10144","896","700","183","5088","491","58050","1567","46959","1395","0","20","46959","1395","44948","1396","2011","334","11091","775","113820","2076","98378","2002","27","27","98351","2003","95538","1991","2813","380","15442","856","202205","2494","179403","2500","65","48","179338","2499","175901","2480","3437","363","22802","876"
"5001600US2704","Congressional District 4 (116th Congress), Minnesota","373122","510","31042","1127","17895","871","0","20","17895","871","16263","794","1632","346","13147","752","67871","1533","51570","1393","46","43","51524","1388","49007","1412","2517","321","16301","803","106120","1586","88364","1427","175","121","88189","1436","84721","1415","3468","386","17756","812","168089","1952","150461","2146","144","98","150317","2150","147036","2034","3281","415","17628","726"
"5001600US2705","Congressional District 5 (116th Congress), Minnesota","399036","1359","34855","1185","22685","1018","0","20","22685","1018","20336","1039","2349","364","12170","640","66331","1799","51041","1659","0","20","51041","1659","48031","1581","3010","397","15290","781","107711","1758","91232","1580","88","62","91144","1588","86328","1497","4816","539","16479","730","190139","2303","174309","2233","65","64","174244","2233","170232","2242","4012","404","15830","765"
"5001600US2706","Congressional District 6 (116th Congress), Minnesota","371781","1018","16455","834","11861","662","0","20","11861","662","11015","650","846","216","4594","457","90494","1755","72837","1692","0","20","72837","1692","69807","1670","3030","375","17657","843","145443","1906","126565","2000","80","50","126485","2004","123173","2021","3312","329","18878","801","119389","2159","108186","2056","175","91","108011","2058","106174","2040","1837","279","11203","681"
"5001600US2707","Congressional District 7 (116th Congress), Minnesota","322803","581","21561","752","14353","514","0","20","14353","514","12965","511","1388","212","7208","486","93379","1336","75279","1211","1","3","75278","1211","72450","1206","2828","272","18100","612","132065","1279","113413","1332","61","30","113352","1326","110760","1337","2592","217","18652","595","75798","1414","67653","1343","79","50","67574","1343","66539","1346","1035","132","8145","437"
"5001600US2708","Congressional District 8 (116th Congress), Minnesota","336864","400","18611","686","11276","512","0","20","11276","512","10142","484","1134","201","7335","452","99323","1550","71383","1291","10","6","71373","1291","67201","1264","4172","373","27940","859","138832","1633","111007","1622","284","103","110723","1627","106607","1613","4116","321","27825","749","80098","1216","69220","1144","209","79","69011","1141","67757","1112","1254","171","10878","460"
"5001600US2801","Congressional District 1 (116th Congress), Mississippi","386118","652","55202","2148","28562","1506","0","30","28562","1506","25093","1292","3469","542","26640","1344","116590","2327","83184","1988","100","92","83084","1988","77142","1938","5942","550","33406","1205","130469","2032","103194","1947","220","103","102974","1965","97302","1986","5672","568","27275","1041","83857","1835","71855","1786","617","164","71238","1787","69702","1790","1536","286","12002","769"
"5001600US2802","Congressional District 2 (116th Congress), Mississippi","356944","1245","59803","1729","25991","1189","0","30","25991","1189","20817","1080","5174","650","33812","1402","111878","2291","70772","2010","25","36","70747","2011","63039","1908","7708","692","41106","1424","118263","2221","88079","1976","139","82","87940","1967","81334","1927","6606","676","30184","1210","67000","1900","55942","1729","129","77","55813","1724","53640","1613","2173","357","11058","676"
"5001600US2803","Congressional District 3 (116th Congress), Mississippi","380819","1294","48183","1796","21542","1064","0","30","21542","1064","19162","980","2380","380","26641","1437","106461","2424","68251","2155","53","47","68198","2155","63988","2088","4210","509","38210","1687","123109","2173","95978","2291","276","103","95702","2285","91378","2162","4324","558","27131","1315","103066","2292","88333","2310","432","134","87901","2301","85925","2348","1976","451","14733","865"
"5001600US2804","Congressional District 4 (116th Congress), Mississippi","393955","737","50407","1923","24992","1362","26","19","24966","1363","21004","1220","3962","543","25415","1488","117250","2776","79334","2263","451","151","78883","2265","71795","2138","7088","745","37916","1633","140161","2919","105110","2678","1972","348","103138","2630","96440","2558","6698","802","35051","1372","86137","2498","72612","2313","1213","294","71399","2294","68827","2143","2572","477","13525","997"
"5001600US2901","Congressional District 1 (116th Congress), Missouri","398451","1887","38050","1683","20172","1076","0","26","20172","1076","16286","1024","3886","477","17878","1045","96064","2437","69638","2201","36","42","69602","2206","62430","2027","7172","677","26426","1156","130409","2559","105709","2360","232","117","105477","2366","98924","2322","6553","644","24700","1182","133928","2326","118406","2203","239","107","118167","2202","114441","2169","3726","456","15522","898"
"5001600US2902","Congressional District 2 (116th Congress), Missouri","401077","2189","15312","1078","9229","771","0","26","9229","771","8671","757","558","151","6083","546","62923","1911","47700","1643","0","26","47700","1643","45532","1517","2168","366","15223","701","110560","2128","90367","1898","68","51","90299","1897","87298","1916","3001","369","20193","893","212282","2758","185512","2630","62","41","185450","2636","182073","2585","3377","388","26770","1021"
"5001600US2904","Congressional District 4 (116th Congress), Missouri","374889","802","36134","1182","19370","929","0","26","19370","929","17489","845","1881","342","16764","796","119041","2250","83824","2115","716","250","83108","2083","78578","2070","4530","454","35217","1135","118932","2201","92204","2104","3536","487","88668","2053","85126","1963","3542","509","26728","965","100782","2080","86730","2059","2459","411","84271","1978","82734","1942","1537","236","14052","704"
"5001600US2905","Congressional District 5 (116th Congress), Missouri","406956","1504","39660","1278","23888","998","0","26","23888","998","21344","929","2544","409","15772","797","118241","2082","87901","1917","32","44","87869","1917","82287","1913","5582","555","30340","1086","129310","2262","104191","2134","78","53","104113","2131","99445","1974","4668","491","25119","1234","119745","2215","106187","1947","100","48","106087","1943","103833","1941","2254","371","13558","897"
"5001600US2907","Congressional District 7 (116th Congress), Missouri","383669","631","41076","1504","23582","1149","0","26","23582","1149","21261","1045","2321","406","17494","885","116436","2560","83041","2152","11","17","83030","2150","79409","2158","3621","430","33395","1484","128296","2278","98426","2146","144","92","98282","2136","94658","2039","3624","468","29870","1123","97861","2052","83361","1983","61","42","83300","1981","81311","1931","1989","399","14500","847"
"5001600US3000","Congressional District (at Large) (116th Congress), Montana","530444","807","31677","1329","18519","1082","7","10","18512","1082","16707","1030","1805","301","13158","713","149167","2288","110523","1902","224","109","110299","1910","105127","1934","5172","525","38644","1266","180347","2226","140940","1984","943","201","139997","1992","135081","2029","4916","508","39407","1224","169253","2814","146343","2642","593","162","145750","2617","142911","2626","2839","320","22910","948"
"5001600US3101","Congressional District 1 (116th Congress), Nebraska","314912","703","22546","946","15471","819","0","22","15471","819","14288","730","1183","275","7075","548","73387","1268","58532","1198","136","52","58396","1201","56304","1198","2092","277","14855","717","114129","1767","98012","1739","1121","182","96891","1756","94479","1751","2412","324","16117","712","104850","1641","95192","1636","1039","161","94153","1637","92804","1635","1349","231","9658","586"
"5001600US3103","Congressional District 3 (116th Congress), Nebraska","291663","646","27024","1130","19068","982","0","22","19068","982","17943","966","1125","218","7956","543","82999","1468","66172","1362","16","16","66156","1361","64301","1398","1855","226","16827","691","112839","1487","96882","1439","59","33","96823","1437","94903","1429","1920","253","15957","674","68801","1415","61917","1462","70","48","61847","1465","61130","1476","717","155","6884","440"
"5001600US3202","Congressional District 2 (116th Congress), Nevada","374396","599","45334","1684","32703","1405","7","12","32696","1405","30630","1311","2066","330","12631","925","98600","2374","74106","2006","128","69","73978","2011","69237","1988","4741","464","24494","1199","132959","2143","103316","1999","411","138","102905","2027","98531","2039","4374","503","29643","1075","97503","1996","81790","1846","362","107","81428","1848","78872","1876","2556","412","15713","811"
"5001600US3203","Congressional District 3 (116th Congress), Nevada","434634","3000","27843","1401","18963","1164","0","29","18963","1164","17021","1014","1942","394","8880","584","106124","2740","82562","2490","81","67","82481","2490","77245","2443","5236","568","23562","1081","157149","2901","127891","2540","293","115","127598","2515","121419","2431","6179","607","29258","1102","143518","2889","120147","2633","465","140","119682","2622","115256","2616","4426","617","23371","1127"
"5001600US3301","Congressional District 1 (116th Congress), New Hampshire","366230","1110","21296","1237","13150","932","0","27","13150","932","12266","898","884","219","8146","707","93283","2018","73182","1793","110","77","73072","1789","69410","1760","3662","503","20101","872","110328","2152","92696","1916","461","165","92235","1932","88935","2009","3300","466","17632","965","141323","2213","124551","2188","286","134","124265","2179","121807","2150","2458","344","16772","870"
"5001600US3401","Congressional District 1 (116th Congress), New Jersey","388523","744","32295","1301","18485","959","15","25","18470","958","16490","873","1980","332","13810","884","113266","2180","86120","1895","10","16","86110","1899","78523","1712","7587","621","27146","1157","113099","1901","93175","1563","94","61","93081","1567","86937","1608","6144","593","19924","1026","129863","2443","115714","2289","192","109","115522","2281","111583","2248","3939","403","14149","775"
"5001600US3402","Congressional District 2 (116th Congress), New Jersey","375744","912","43861","1537","26117","1186","0","28","26117","1186","23157","1146","2960","438","17744","921","121256","2347","89043","2182","90","72","88953","2196","81549","2200","7404","680","32213","1145","108389","1845","86240","1762","397","148","85843","1735","80534","1793","5309","471","22149","937","102238","1803","88575","1675","148","83","88427","1678","85466","1641","2961","421","13663","609"
"5001600US3404","Congressional District 4 (116th Congress), New Jersey","365479","1730","23368","1183","16212","1015","0","28","16212","1015","15058","956","1154","311","7156","625","84025","1948","64355","1814","60","43","64295","1810","60455","1718","3840","498","19670","780","98884","2154","79106","2035","207","110","78899","2035","75274","2080","3625","387","19778","873","159202","2458","135981","2395","161","79","135820","2407","131986","2434","3834","394","23221","835"
"5001600US3405","Congressional District 5 (116th Congress), New Jersey","387571","1330","18574","1119","12253","868","0","28","12253","868","11350","786","903","247","6321","618","81769","2023","63949","1869","14","15","63935","1868","60722","1791","3213","397","17820","795","90409","2096","75725","1933","67","56","75658","1926","72144","1876","3514","415","14684","758","196819","2398","170564","2276","44","34","170520","2274","165173","2314","5347","412","26255","989"
"5001600US3407","Congressional District 7 (116th Congress), New Jersey","396703","1729","16453","910","11488","773","0","28","11488","773","10717","763","771","185","4965","492","70223","1664","54881","1480","41","44","54840","1479","52284","1489","2556","368","15342","807","83589","1844","69275","1775","69","65","69206","1773","66195","1747","3011","327","14314","781","226438","2797","197216","2565","59","48","197157","2558","191332","2517","5825","459","29222","989"
"5001600US3409","Congressional District 9 (116th Congress), New Jersey","407887","1441","48533","1880","31278","1624","0","28","31278","1624","29347","1539","1931","479","17255","950","122310","2759","91513","2423","0","28","91513","2423","87270","2354","4243","560","30797","1261","90711","2437","73953","2161","137","74","73816","2158","70274","2189","3542","384","16758","904","146333","2653","124889","2543","48","65","124841","2528","121299","2443","3542","368","21444","1062"
"5001600US3410","Congressional District 10 (116th Congress), New Jersey","408981","2284","46697","1609","28577","1199","0","28","28577","1199","24920","1235","3657","434","18120","1108","125659","2426","92206","2268","12","20","92194","2267","82017","2180","10177","799","33453","1274","111150","2051","92267","2026","142","117","92125","2029","84632","1999","7493","659","18883","988","125475","2330","109519","2294","34","29","109485","2297","104406","2254","5079","545","15956","783"
"5001600US3412","Congressional District 12 (116th Congress), New Jersey","400736","1686","36074","1597","24497","1355","0","28","24497","1355","22595","1351","1902","319","11577","759","86430","2409","65053","2143","0","28","65053","2143","60195","2104","4858","497","21377","1170","87317","2018","71134","1923","26","40","71108","1927","67470","1902","3638","434","16183","899","190915","2579","165479","2352","42","40","165437","2349","159566","2437","5871","461","25436","1145"
"5001600US3502","Congressional District 2 (116th Congress), New Mexico","333331","1228","59154","2096","32630","1471","6","9","32624","1470","28318","1381","4306","626","26524","1068","98612","2350","64914","2192","265","149","64649","2195","60346","2170","4303","546","33698","1288","109856","2316","79339","2250","1093","279","78246","2189","73648","2158","4598","577","30517","1243","65709","2027","52023","1938","763","203","51260","1954","49838","1872","1422","327","13686","832"
"5001600US3503","Congressional District 3 (116th Congress), New Mexico","349887","1198","44036","1439","23394","1029","0","28","23394","1029","20903","934","2491","321","20642","976","95894","1954","63667","1786","121","79","63546","1793","58093","1688","5453","657","32227","1048","119963","1932","89086","1874","1136","204","87950","1891","82310","1852","5640","649","30877","1236","89994","1647","74309","1579","740","172","73569","1543","71386","1499","2183","353","15685","834"
"5001600US3610","Congressional District 10 (116th Congress), New York","414925","3904","40232","1580","25823","1140","0","28","25823","1140","24335","1137","1488","268","14409","844","56175","1807","39862","1438","44","53","39818","1443","37050","1414","2768","320","16313","942","52263","1902","40972","1712","19","27","40953","1709","38289","1712","2664","467","11291","688","266255","3524","233669","3419","9","10","233660","3417","225725","3460","7935","807","32586","1617"
"5001600US3612","Congressional District 12 (116th Congress), New York","461353","3904","19982","1303","10385","702","0","28","10385","702","9267","655","1118","273","9597","943","36202","1614","24398","1363","0","28","24398","1363","22541","1252","1857","379","11804","964","50192","2293","38174","2022","0","28","38174","2022","36062","1993","2112","361","12018","1029","354977","4503","321678","3883","174","108","321504","3882","311974","3844","9530","825","33299","1678"
"5001600US3613","Congressional District 13 (116th Congress), New York","443778","3870","94277","3140","55482","2424","0","28","55482","2424","48384","2391","7098","836","38795","1912","99872","2642","72056","2205","0","28","72056","2205","65393","2239","6663","876","27816","1513","99030","2433","78336","2080","66","65","78270","2068","71511","2123","6759","763","20694","1403","150599","4028","132311","3813","39","34","132272","3813","126130","3650","6142","688","18288","1432"
"5001600US3615","Congressional District 15 (116th Congress), New York","376650","3160","117121","2558","67276","2139","0","28","67276","2139","59497","2070","7779","702","49845","1764","106128","2178","73853","2095","19","29","73834","2101","65974","2100","7860","642","32275","1479","99436","2212","76427","2033","51","42","76376","2030","69680","2002","6696","611","23009","1079","53965","2108","45805","1895","92","91","45713","1909","43372","1871","2341","361","8160","688"
"5001600US3617","Congressional District 17 (116th Congress), New York","374022","1280","40949","1590","28478","1382","0","28","28478","1382","26548","1319","1930","329","12471","719","68600","2050","50936","1639","0","28","50936","1639","48363","1556","2573","392","17664","985","84072","1782","68375","1775","93","69","68282","1784","64770","1910","3512","512","15697","799","180401","2760","157690","2579","59","58","157631","2573","152707","2674","4924","498","22711","916"
"5001600US3618","Congressional District 18 (116th Congress), New York","372750","1043","30446","1346","17727","1036","0","28","17727","1036","16281","993","1446","275","12719","771","93476","2122","67104","1594","177","115","66927","1593","63325","1436","3602","511","26372","1339","109554","1828","87963","1852","443","149","87520","1857","83701","1927","3819","444","21591","1017","139274","2064","119475","2056","769","198","118706","2059","115754","1998","2952","387","19799","941"
"5001600US3620","Congressional District 20 (116th Congress), New York","376230","976","25117","1259","14518","921","0","28","14518","921","13051","903","1467","273","10599","821","85170","2158","63032","1639","94","76","62938","1651","59056","1655","3882","488","22138","1066","114313","2189","91876","2125","435","157","91441","2142","87426","1990","4015","530","22437","1175","151630","2581","134373","2475","340","120","134033","2468","131209","2441","2824","332","17257","763"
"5001600US3622","Congressional District 22 (116th Congress), New York","349900","577","32339","1079","15853","783","0","28","15853","783","14177","714","1676","267","16486","797","110519","1846","77936","1599","196","106","77740","1609","73177","1598","4563","374","32583","1122","116049","1926","92775","1751","274","94","92501","1728","88386","1612","4115","410","23274","805","90993","1746","78456","1716","124","63","78332","1705","76409","1702","1923","320","12537","650"
"5001600US3623","Congressional District 23 (116th Congress), New York","347921","635","31921","1138","15623","638","0","28","15623","638","14068","543","1555","267","16298","809","113540","1752","79285","1637","7","7","79278","1637","74497","1594","4781","397","34255","922","108449","1680","85353","1546","68","44","85285","1552","81572","1585","3713","452","23096","823","94011","1720","79795","1617","84","54","79711","1604","77650","1654","2061","241","14216","758"
"5001600US3625","Congressional District 25 (116th Congress), New York","374272","599","32122","1136","17067","854","0","28","17067","854","14606","844","2461","362","15055","821","81463","1799","59453","1643","20","23","59433","1642","55753","1541","3680","474","22010","1050","112981","2132","91458","2006","44","39","91414","2003","86394","2016","5020","496","21523","1119","147706","2094","130180","2056","64","49","130116","2056","127453","2066","2663","369","17526","923"
"5001600US3627","Congressional District 27 (116th Congress), New York","381418","1474","21449","1132","10421","822","0","28","10421","822","9447","805","974","227","11028","637","108699","1883","78435","1576","18","14","78417","1578","74699","1569","3718","395","30264","1226","128599","1960","103367","1699","135","64","103232","1698","99622","1702","3610","327","25232","877","122671","2105","107865","2108","186","100","107679","2103","105710","2117","1969","275","14806","718"
"5001600US3606","Congressional District 6 (116th Congress), New York","417505","3402","55477","1852","35701","1475","0","28","35701","1475","33920","1439","1781","312","19776","931","102429","2738","76614","2349","18","29","76596","2348","73138","2228","3458","515","25815","1291","97424","2142","77011","1904","25","26","76986","1901","73644","1842","3342","380","20413","939","162175","2469","140195","2371","69","43","140126","2363","134540","2295","5586","543","21980","826"
"5001600US3601","Congressional District 1 (116th Congress), New York","375307","1751","26038","1154","14993","971","0","28","14993","971","13900","898","1093","293","11045","757","97930","2443","73235","2119","11","13","73224","2119","69250","2137","3974","492","24695","1218","110956","2356","90006","2167","183","105","89823","2172","86524","2167","3299","443","20950","1067","140383","2644","120830","2570","189","126","120641","2551","117497","2516","3144","340","19553","1101"
"5001600US3603","Congressional District 3 (116th Congress), New York","374100","2533","21462","1537","14391","1367","0","28","14391","1367","13700","1250","691","222","7071","605","60528","1937","44127","1494","37","36","44090","1486","42427","1477","1663","259","16401","960","78303","1875","61112","1652","73","55","61039","1656","58694","1544","2345","350","17191","899","213807","3085","180669","2934","29","26","180640","2934","175259","2884","5381","428","33138","1190"
"5001600US3605","Congressional District 5 (116th Congress), New York","421088","3722","66109","2122","43117","1740","0","28","43117","1740","38690","1564","4427","545","22992","1189","118334","2514","90574","2106","60","42","90514","2098","83561","2051","6953","570","27760","1239","121687","2379","100086","2029","60","51","100026","2032","93163","2028","6863","628","21601","1023","114958","2490","100997","2250","69","41","100928","2244","96637","2159","4291","533","13961","793"
"5001600US3608","Congressional District 8 (116th Congress), New York","422199","3462","54792","1398","29588","1066","0","28","29588","1066","25515","957","4073","487","25204","1176","116359","2564","81672","1943","0","28","81672","1943","74518","1794","7154","607","34687","1397","102254","2080","79278","1806","33","29","79245","1810","73779","1721","5466","586","22976","1107","148794","2458","132640","2373","176","106","132464","2374","126996","2312","5468","478","16154","806"
"5001600US3702","Congressional District 2 (116th Congress), North Carolina","438077","2417","36536","1737","22151","1244","0","29","22151","1244","20178","1162","1973","377","14385","1045","96408","2777","70661","2279","473","170","70188","2315","65568","2159","4620","525","25747","1259","139342","2752","111980","2531","2134","311","109846","2567","105030","2628","4816","578","27362","1245","165791","3546","142289","3359","2077","269","140212","3321","137105","3250","3107","401","23502","972"
"5001600US3703","Congressional District 3 (116th Congress), North Carolina","373393","1142","37931","1626","20709","1153","30","31","20679","1152","18240","1133","2439","376","17222","998","101331","2371","70351","2058","3792","423","66559","2055","61321","1868","5238","625","30980","1119","145433","2658","112694","2383","9071","706","103623","2336","97564","2194","6059","608","32739","1117","88698","2232","74144","2107","4912","719","69232","1967","67384","2006","1848","306","14554","723"
"5001600US0801","Congressional District 1 (116th Congress), Colorado","489817","927","54353","1767","35660","1607","8","13","35652","1608","33566","1571","2086","344","18693","811","81864","1995","60823","1886","53","45","60770","1891","57932","1820","2838","392","21041","1067","113666","2585","92714","2527","160","61","92554","2536","88431","2630","4123","501","20952","974","239934","2729","216223","2672","190","95","216033","2668","210249","2563","5784","578","23711","884"
"5001600US0802","Congressional District 2 (116th Congress), Colorado","425188","1212","15357","1149","11025","988","0","28","11025","988","10409","963","616","184","4332","442","62024","1975","48860","1788","12","18","48848","1789","46525","1739","2323","344","13164","809","111242","2156","90905","1895","109","63","90796","1889","87243","1850","3553","460","20337","908","236565","2560","202441","2364","137","57","202304","2369","196639","2312","5665","497","34124","1126"
"5001600US0803","Congressional District 3 (116th Congress), Colorado","383596","982","36375","1342","23338","1156","21","34","23317","1151","21065","1101","2252","342","13037","741","101858","2344","74286","2133","3","5","74283","2132","69219","2094","5064","555","27572","1077","128652","2138","98579","2074","73","61","98506","2066","92979","2093","5527","568","30073","1072","116711","2225","98726","1992","55","43","98671","1989","96204","1960","2467","359","17985","935"
"5001600US0804","Congressional District 4 (116th Congress), Colorado","421305","1190","36354","1323","24052","1079","0","28","24052","1079","22399","1078","1653","287","12302","754","95542","1859","69696","1656","51","44","69645","1657","66122","1573","3523","374","25846","1190","138788","2071","112781","1906","244","95","112537","1906","109129","1925","3408","366","26007","1020","150621","2542","129866","2282","235","102","129631","2283","126740","2304","2891","364","20755","840"
"5001600US0805","Congressional District 5 (116th Congress), Colorado","414233","545","24376","1478","14853","1091","12","20","14841","1087","13547","997","1294","292","9523","830","88838","1837","59055","1522","1934","285","57121","1517","53215","1472","3906","422","29783","1269","150028","2355","114846","2228","7729","707","107117","2140","101750","2137","5367","458","35182","1271","150991","2341","126476","2223","6467","634","120009","2162","116521","2145","3488","358","24515","1023"
"5001600US0806","Congressional District 6 (116th Congress), Colorado","442012","1533","34774","1425","24822","1208","0","28","24822","1208","23539","1191","1283","301","9952","736","88589","2262","70001","2108","66","54","69935","2105","66953","2075","2982","433","18588","908","130065","2180","108128","2046","666","163","107462","2035","103801","2013","3661","418","21937","937","188584","2271","163765","2309","614","150","163151","2302","158987","2285","4164","396","24819","965"
"5001600US0807","Congressional District 7 (116th Congress), Colorado","431803","1468","49363","1675","34287","1354","10","16","34277","1353","32732","1330","1545","307","15076","899","103295","2242","82662","1752","13","19","82649","1751","79362","1663","3287","501","20633","1072","131983","2232","110241","2034","183","115","110058","2019","106192","1982","3866","391","21742","1035","147162","2536","130316","2525","95","58","130221","2526","127070","2422","3151","365","16846","806"
"5001600US0901","Congressional District 1 (116th Congress), Connecticut","377781","1137","31604","1498","19295","1158","0","29","19295","1158","16976","1024","2319","318","12309","852","95986","2147","74013","1834","4","6","74009","1834","68073","1723","5936","578","21973","998","99680","2174","84759","1860","157","87","84602","1861","79898","1837","4704","484","14921","914","150511","2599","133972","2384","115","61","133857","2370","130259","2276","3598","405","16539","720"
"5001600US0902","Congressional District 2 (116th Congress), Connecticut","368367","806","23490","1004","14019","793","28","44","13991","792","12402","741","1589","330","9471","618","101926","2179","78167","1882","633","166","77534","1877","72746","1795","4788","533","23759","1061","109102","2198","90132","2095","1687","295","88445","2056","84098","2092","4347","432","18970","849","133849","2113","118337","2022","1182","227","117155","2032","114368","1959","2787","395","15512","745"
"5001600US0903","Congressional District 3 (116th Congress), Connecticut","379229","1319","27096","1238","17121","992","0","29","17121","992","14901","1010","2220","370","9975","726","108635","2485","84212","2056","62","64","84150","2062","76484","1954","7666","706","24423","1282","97500","2269","81313","2100","150","114","81163","2110","76636","2133","4527","440","16187","833","145998","2486","129849","2471","134","65","129715","2469","126029","2408","3686","421","16149","880"
"5001600US0904","Congressional District 4 (116th Congress), Connecticut","386913","887","33359","1293","23999","1279","0","29","23999","1279","21078","1200","2921","381","9360","642","72622","1985","57413","1873","0","29","57413","1873","51903","1763","5510","506","15209","894","79362","1775","65425","1534","13","21","65412","1537","60463","1502","4949","506","13937","747","201570","2148","170040","2061","96","58","169944","2064","163837","2078","6107","518","31530","942"
